county_qualified_name	homes_sold	new_listings	inventory	median_dom	months_of_supply	state_code	county_name	months_averaged
Jackson County, IL	34.57	37.14	158.86	73.29	4.91	IL	Jackson County	6
Jackson County, IL	42.31	49.08	170.0	69.23	4.34	IL	Jackson County	12
Jackson County, IL	40.25	53.94	179.88	74.56	5.18	IL	Jackson County	18
Jasper County, IL	4.0	2.5	9.5	70.0	2.55	IL	Jasper County	1
Jasper County, IL	4.0	2.75	9.0	89.0	2.35	IL	Jasper County	3
Jasper County, IL	4.14	3.14	11.14	75.57	2.99	IL	Jasper County	6
Jasper County, IL	4.31	4.85	13.69	150.15	4.28	IL	Jasper County	12
Jasper County, IL	3.94	4.53	12.81	176.75	4.22	IL	Jasper County	18
Jefferson County, IL	26.0	24.0	65.0	60.0	2.5	IL	Jefferson County	1
Jefferson County, IL	22.5	25.75	66.0	58.25	3.05	IL	Jefferson County	3
Jefferson County, IL	21.43	23.14	65.86	58.0	3.2	IL	Jefferson County	6
Jefferson County, IL	23.15	26.23	67.46	55.0	3.04	IL	Jefferson County	12
Jefferson County, IL	22.94	25.38	65.81	60.62	2.98	IL	Jefferson County	18
Jersey County, IL	16.5	18.5	38.0	64.0	2.3	IL	Jersey County	1
Jersey County, IL	13.25	15.5	37.5	62.25	3.0	IL	Jersey County	3
Jersey County, IL	14.43	15.29	38.71	57.71	2.91	IL	Jersey County	6
Jersey County, IL	16.23	16.69	35.92	47.08	2.42	IL	Jersey County	12
Jersey County, IL	15.81	16.5	35.12	47.44	2.39	IL	Jersey County	18
Jo Daviess County, IL	29.0	44.5	81.5	36.5	2.85	IL	Jo Daviess County	1
Jo Daviess County, IL	27.0	34.75	76.75	33.75	2.92	IL	Jo Daviess County	3
Jo Daviess County, IL	31.43	32.0	85.57	42.14	2.8	IL	Jo Daviess County	6
Jo Daviess County, IL	35.92	41.15	103.23	45.69	2.97	IL	Jo Daviess County	12
Jo Daviess County, IL	35.25	39.69	100.0	54.38	2.98	IL	Jo Daviess County	18
Johnson County, IL	6.5	9.5	29.0	64.0	4.55	IL	Johnson County	1
Johnson County, IL	7.25	10.25	32.0	83.75	4.47	IL	Johnson County	3
Johnson County, IL	7.29	9.29	31.57	79.43	5.03	IL	Johnson County	6
Johnson County, IL	8.62	11.0	33.92	74.85	4.5	IL	Johnson County	12
Johnson County, IL	8.38	10.44	32.94	86.19	4.43	IL	Johnson County	18
Kane County, IL	464.0	556.5	1028.0	50.0	2.2	IL	Kane County	1
Kane County, IL	394.5	471.75	1002.5	58.5	2.6	IL	Kane County	3
Kane County, IL	432.43	438.43	1062.57	56.43	2.5	IL	Kane County	6
Kane County, IL	560.0	601.31	1281.15	51.85	2.35	IL	Kane County	12
Kane County, IL	551.06	605.69	1249.75	48.69	2.31	IL	Kane County	18
Kankakee County, IL	91.0	94.0	202.5	50.5	2.25	IL	Kankakee County	1
Kankakee County, IL	77.25	88.25	211.0	61.0	2.85	IL	Kankakee County	3
Kankakee County, IL	89.14	89.0	238.43	58.57	2.76	IL	Kankakee County	6
Kankakee County, IL	106.54	119.23	280.54	53.38	2.7	IL	Kankakee County	12
Kankakee County, IL	102.25	118.12	271.94	49.75	2.76	IL	Kankakee County	18
Kendall County, IL	165.0	180.0	372.0	49.0	2.3	IL	Kendall County	1
Kendall County, IL	141.0	168.75	367.5	60.0	2.72	IL	Kendall County	3
Kendall County, IL	152.71	150.71	387.0	58.86	2.6	IL	Kendall County	6
Kendall County, IL	193.92	206.77	464.38	52.69	2.47	IL	Kendall County	12
Kendall County, IL	187.56	208.94	453.56	49.19	2.51	IL	Kendall County	18
Knox County, IL	49.0	46.5	91.0	62.0	1.85	IL	Knox County	1
Knox County, IL	39.5	41.5	103.75	58.0	2.88	IL	Knox County	3
Knox County, IL	41.86	41.86	112.57	55.86	2.87	IL	Knox County	6
Knox County, IL	49.15	52.46	113.69	49.62	2.5	IL	Knox County	12
Knox County, IL	47.62	49.5	111.5	57.12	2.52	IL	Knox County	18
LaSalle County, IL	82.5	88.5	215.5	62.5	2.65	IL	LaSalle County	1
LaSalle County, IL	69.25	76.5	221.25	64.25	3.35	IL	LaSalle County	3
LaSalle County, IL	79.43	77.71	243.57	60.57	3.19	IL	LaSalle County	6
LaSalle County, IL	96.08	106.85	281.15	56.0	3.06	IL	LaSalle County	12
LaSalle County, IL	93.75	104.31	274.12	56.19	3.04	IL	LaSalle County	18
Lake County, IL	662.5	819.0	1561.5	51.5	2.35	IL	Lake County	1
Lake County, IL	560.25	705.25	1532.75	59.0	2.82	IL	Lake County	3
Lake County, IL	606.43	627.86	1618.71	58.57	2.71	IL	Lake County	6
Lake County, IL	815.77	872.69	2016.08	54.69	2.55	IL	Lake County	12
Lake County, IL	796.38	888.81	1989.0	52.31	2.57	IL	Lake County	18
Lawrence County, IL	2.5	3.5	4.5	78.5	1.9	IL	Lawrence County	1
Lawrence County, IL	2.33	2.67	5.0	62.33	2.27	IL	Lawrence County	3
Lawrence County, IL	2.6	2.6	6.2	62.6	2.62	IL	Lawrence County	6
Lawrence County, IL	2.6	2.9	6.5	113.8	2.9	IL	Lawrence County	12
Lawrence County, IL	2.69	2.62	8.0	114.15	3.25	IL	Lawrence County	18
Lee County, IL	20.5	31.5	61.5	60.5	3.2	IL	Lee County	1
Lee County, IL	16.5	23.75	58.25	65.0	3.88	IL	Lee County	3
Lee County, IL	22.29	24.29	62.57	61.43	3.21	IL	Lee County	6
Lee County, IL	27.23	32.0	71.69	54.54	2.92	IL	Lee County	12
Lee County, IL	26.38	30.94	70.75	52.62	2.98	IL	Lee County	18
Livingston County, IL	30.5	31.5	62.5	50.0	2.05	IL	Livingston County	1
Livingston County, IL	29.5	27.75	69.5	60.5	2.38	IL	Livingston County	3
Livingston County, IL	28.29	30.0	79.43	56.14	2.91	IL	Livingston County	6
Livingston County, IL	32.46	36.0	83.92	51.77	2.71	IL	Livingston County	12
Livingston County, IL	32.56	35.25	81.75	51.62	2.63	IL	Livingston County	18
Logan County, IL	26.0	32.0	38.0	8.0	1.45	IL	Logan County	1
Logan County, IL	22.25	28.25	40.0	24.0	1.88	IL	Logan County	3
Logan County, IL	25.14	28.29	44.43	17.0	1.83	IL	Logan County	6
Logan County, IL	29.08	32.67	43.67	18.83	1.66	IL	Logan County	12
Logan County, IL	25.07	28.29	39.29	23.43	3.28	IL	Logan County	18
Macon County, IL	110.5	120.5	161.5	29.5	1.45	IL	Macon County	1
Macon County, IL	88.75	104.0	165.5	39.25	1.98	IL	Macon County	3
Macon County, IL	99.14	102.14	185.43	33.57	1.94	IL	Macon County	6
Macon County, IL	118.85	123.15	238.85	41.38	2.03	IL	Macon County	12
Macon County, IL	113.06	121.31	246.88	44.38	2.26	IL	Macon County	18
Macoupin County, IL	34.0	39.0	67.5	43.5	2.0	IL	Macoupin County	1
Macoupin County, IL	29.0	32.5	67.5	58.5	2.48	IL	Macoupin County	3
Macoupin County, IL	31.14	31.0	77.14	54.0	2.57	IL	Macoupin County	6
Macoupin County, IL	38.62	39.85	88.69	50.85	2.41	IL	Macoupin County	12
Macoupin County, IL	36.56	38.88	89.94	52.81	2.63	IL	Macoupin County	18
Madison County, IL	274.5	272.0	459.5	39.5	1.65	IL	Madison County	1
Madison County, IL	239.75	242.25	495.0	41.5	2.12	IL	Madison County	3
Madison County, IL	258.0	248.57	551.71	39.86	2.17	IL	Madison County	6
Madison County, IL	307.38	309.69	578.62	37.38	1.94	IL	Madison County	12
Madison County, IL	300.81	302.56	563.88	38.69	1.92	IL	Madison County	18
Marion County, IL	24.0	38.0	112.5	57.0	4.75	IL	Marion County	1
Marion County, IL	23.0	36.25	108.75	54.25	4.82	IL	Marion County	3
Marion County, IL	25.71	33.71	103.86	57.86	4.19	IL	Marion County	6
Marion County, IL	28.54	37.85	99.08	52.69	3.65	IL	Marion County	12
Marion County, IL	28.31	36.44	93.19	56.38	3.44	IL	Marion County	18
Marshall County, IL	9.5	13.5	29.0	55.0	4.05	IL	Marshall County	1
Marshall County, IL	7.75	10.5	26.0	70.75	4.6	IL	Marshall County	3
Marshall County, IL	10.57	11.43	30.71	65.86	3.74	IL	Marshall County	6
Marshall County, IL	12.77	14.46	33.15	55.0	3.17	IL	Marshall County	12
Marshall County, IL	12.25	13.94	34.31	56.12	3.46	IL	Marshall County	18
Mason County, IL	9.0	9.5	23.0	38.5	2.55	IL	Mason County	1
Mason County, IL	10.25	8.5	25.25	53.0	2.6	IL	Mason County	3
Mason County, IL	12.43	10.0	29.29	46.57	2.59	IL	Mason County	6
Mason County, IL	12.54	13.08	30.77	41.54	2.6	IL	Mason County	12
Mason County, IL	12.0	12.94	31.81	49.94	2.91	IL	Mason County	18
Massac County, IL	7.0	11.5	37.0	122.5	5.8	IL	Massac County	1
Massac County, IL	6.5	9.0	35.0	102.0	6.0	IL	Massac County	3
Massac County, IL	7.86	8.71	38.43	92.29	5.64	IL	Massac County	6
Massac County, IL	10.38	11.46	43.15	80.69	4.75	IL	Massac County	12
Massac County, IL	10.5	12.56	44.12	80.88	4.69	IL	Massac County	18
McDonough County, IL	21.5	19.0	59.0	93.0	2.75	IL	McDonough County	1
McDonough County, IL	18.75	17.5	64.0	91.0	3.55	IL	McDonough County	3
McDonough County, IL	23.43	20.86	74.86	71.57	3.33	IL	McDonough County	6
McDonough County, IL	26.62	28.0	80.23	63.38	3.14	IL	McDonough County	12
McDonough County, IL	26.56	27.06	81.56	72.25	3.19	IL	McDonough County	18
McHenry County, IL	358.0	406.5	738.5	48.5	2.05	IL	McHenry County	1
McHenry County, IL	282.5	339.75	727.5	58.5	2.78	IL	McHenry County	3
McHenry County, IL	319.29	307.71	783.71	58.57	2.57	IL	McHenry County	6
McHenry County, IL	413.31	437.54	968.0	53.15	2.42	IL	McHenry County	12
McHenry County, IL	400.31	436.81	935.56	50.44	2.41	IL	McHenry County	18
McLean County, IL	143.0	212.5	356.0	41.0	2.6	IL	McLean County	1
McLean County, IL	121.0	175.5	318.0	45.25	2.72	IL	McLean County	3
McLean County, IL	149.43	159.14	310.86	45.71	2.24	IL	McLean County	6
McLean County, IL	197.23	213.85	364.77	44.62	2.0	IL	McLean County	12
McLean County, IL	188.56	205.94	349.38	41.94	1.98	IL	McLean County	18
Menard County, IL	9.0	14.5	16.5	7.0	1.85	IL	Menard County	1
Menard County, IL	8.25	12.25	16.75	13.5	2.48	IL	Menard County	3
Menard County, IL	8.71	10.71	17.57	15.71	2.33	IL	Menard County	6
Menard County, IL	12.85	13.23	17.0	15.92	1.74	IL	Menard County	12
Menard County, IL	12.25	13.5	17.56	24.56	1.88	IL	Menard County	18
Mercer County, IL	12.5	14.0	18.0	50.5	1.5	IL	Mercer County	1
Mercer County, IL	14.0	14.25	18.75	38.0	1.42	IL	Mercer County	3
Mercer County, IL	13.14	14.71	22.0	28.57	1.77	IL	Mercer County	6
Mercer County, IL	14.0	16.77	20.08	24.46	1.52	IL	Mercer County	12
Mercer County, IL	14.12	15.69	22.31	34.25	1.73	IL	Mercer County	18
Monroe County, IL	31.0	25.5	51.0	50.5	1.65	IL	Monroe County	1
Monroe County, IL	25.75	21.75	52.25	61.0	2.15	IL	Monroe County	3
Monroe County, IL	27.43	21.57	57.71	54.29	2.19	IL	Monroe County	6
Monroe County, IL	33.54	29.54	62.38	47.31	1.97	IL	Monroe County	12
Monroe County, IL	32.44	27.62	59.81	47.62	1.94	IL	Monroe County	18
Montgomery County, IL	21.0	24.0	52.0	71.5	2.5	IL	Montgomery County	1
Montgomery County, IL	16.25	18.25	52.0	56.5	3.5	IL	Montgomery County	3
Montgomery County, IL	16.86	17.43	56.86	61.29	3.54	IL	Montgomery County	6
Montgomery County, IL	21.15	21.85	63.54	57.31	3.26	IL	Montgomery County	12
Montgomery County, IL	20.56	21.75	65.62	61.25	3.52	IL	Montgomery County	18
Morgan County, IL	26.5	34.5	26.5	37.0	1.05	IL	Morgan County	1
Morgan County, IL	22.75	26.75	32.5	35.75	1.6	IL	Morgan County	3
Morgan County, IL	24.71	26.86	39.0	34.0	1.67	IL	Morgan County	6
Morgan County, IL	31.08	32.54	42.62	29.69	1.47	IL	Morgan County	12
Morgan County, IL	30.69	32.5	46.0	35.69	1.59	IL	Morgan County	18
Moultrie County, IL	11.5	12.0	19.5	34.0	1.7	IL	Moultrie County	1
Moultrie County, IL	7.75	9.5	19.25	61.75	3.48	IL	Moultrie County	3
Moultrie County, IL	8.0	8.71	19.57	46.14	3.03	IL	Moultrie County	6
Moultrie County, IL	10.46	10.69	24.69	50.46	2.75	IL	Moultrie County	12
Moultrie County, IL	10.81	10.5	25.62	58.31	2.72	IL	Moultrie County	18
Ogle County, IL	30.5	46.5	71.5	34.5	2.35	IL	Ogle County	1
Ogle County, IL	29.25	37.25	73.5	42.0	2.55	IL	Ogle County	3
Ogle County, IL	35.14	39.86	81.57	33.29	2.37	IL	Ogle County	6
Ogle County, IL	45.85	50.69	92.08	35.23	2.1	IL	Ogle County	12
Ogle County, IL	45.75	49.25	90.12	36.56	2.05	IL	Ogle County	18
Peoria County, IL	214.0	248.5	258.5	28.0	1.2	IL	Peoria County	1
Peoria County, IL	195.0	224.25	291.75	34.0	1.52	IL	Peoria County	3
Peoria County, IL	214.0	217.86	354.14	32.0	1.66	IL	Peoria County	6
Peoria County, IL	264.0	287.62	411.0	26.38	1.58	IL	Peoria County	12
Peoria County, IL	254.94	280.94	428.94	33.31	1.74	IL	Peoria County	18
Perry County, IL	12.0	16.0	47.5	67.5	4.05	IL	Perry County	1
Perry County, IL	9.25	13.25	47.5	68.75	5.68	IL	Perry County	3
Perry County, IL	9.14	12.0	45.86	72.0	5.4	IL	Perry County	6
Perry County, IL	12.92	13.54	47.15	72.0	4.25	IL	Perry County	12
Perry County, IL	12.56	13.75	47.88	74.25	4.38	IL	Perry County	18
Piatt County, IL	15.0	19.5	32.5	77.5	2.5	IL	Piatt County	1
Piatt County, IL	12.0	14.0	33.25	59.5	3.2	IL	Piatt County	3
Piatt County, IL	12.14	14.71	37.14	53.43	3.3	IL	Piatt County	6
Piatt County, IL	17.15	18.69	40.77	49.62	2.7	IL	Piatt County	12
Piatt County, IL	16.94	18.62	40.25	48.56	2.64	IL	Piatt County	18
Pike County, IL	2.5	4.0	8.5	126.0	5.5	IL	Pike County	1
Pike County, IL	2.75	3.25	8.5	108.0	4.25	IL	Pike County	3
Pike County, IL	2.33	3.17	8.67	99.5	5.17	IL	Pike County	6
Pike County, IL	2.64	3.36	8.91	121.7	4.8	IL	Pike County	12
Pike County, IL	2.36	3.0	7.93	115.5	4.56	IL	Pike County	18
Pope County, IL	4.5	5.0	13.0	121.0	7.75	IL	Pope County	1
Pope County, IL	2.75	3.0	12.25	141.0	9.62	IL	Pope County	3
Pope County, IL	3.0	2.5	12.5	113.17	7.68	IL	Pope County	6
Pope County, IL	2.36	2.55	9.73	215.45	6.39	IL	Pope County	12
Pope County, IL	2.36	2.54	8.43	351.21	5.69	IL	Pope County	18
Pulaski County, IL	2.0	2.0	9.0	94.5	6.35	IL	Pulaski County	1
Pulaski County, IL	1.75	2.33	9.0	139.75	6.55	IL	Pulaski County	3
Pulaski County, IL	2.29	2.8	10.57	109.0	5.67	IL	Pulaski County	6
Pulaski County, IL	2.08	3.1	10.0	93.33	5.85	IL	Pulaski County	12
Pulaski County, IL	2.0	3.0	9.57	103.14	5.76	IL	Pulaski County	18
Putnam County, IL	3.0	5.0	10.5	74.0	3.5	IL	Putnam County	1
Putnam County, IL	2.5	3.25	11.0	130.0	5.32	IL	Putnam County	3
Putnam County, IL	3.57	3.14	14.43	106.0	5.0	IL	Putnam County	6
Putnam County, IL	5.46	6.15	19.0	84.46	4.32	IL	Putnam County	12
Putnam County, IL	5.31	6.06	18.25	77.56	4.14	IL	Putnam County	18
Randolph County, IL	11.5	16.5	46.5	97.0	4.05	IL	Randolph County	1
Randolph County, IL	12.0	14.25	44.0	87.25	3.7	IL	Randolph County	3
Randolph County, IL	11.57	12.29	44.57	80.14	4.06	IL	Randolph County	6
Randolph County, IL	14.46	16.77	48.38	66.92	3.61	IL	Randolph County	12
Randolph County, IL	14.31	15.94	47.94	68.06	3.69	IL	Randolph County	18
Richland County, IL	2.0	1.0	2.0	22.0	1.0	IL	Richland County	1
Richland County, IL	1.5	1.0	2.0	70.5	1.5	IL	Richland County	3
Richland County, IL	2.2	1.5	4.0	77.0	2.2	IL	Richland County	6
Richland County, IL	2.5	2.86	4.8	79.7	2.39	IL	Richland County	12
Richland County, IL	2.46	2.4	5.23	84.54	2.52	IL	Richland County	18
Rock Island County, IL	131.5	159.0	223.0	20.5	1.7	IL	Rock Island County	1
Rock Island County, IL	113.0	139.5	222.25	27.75	2.0	IL	Rock Island County	3
Rock Island County, IL	125.57	136.14	236.57	26.14	1.91	IL	Rock Island County	6
Rock Island County, IL	156.31	168.31	241.46	22.46	1.63	IL	Rock Island County	12
Rock Island County, IL	152.19	163.69	263.81	30.88	1.85	IL	Rock Island County	18
Saline County, IL	12.0	13.0	32.0	69.5	2.75	IL	Saline County	1
Saline County, IL	9.75	12.25	36.0	71.5	4.38	IL	Saline County	3
Saline County, IL	11.14	11.14	41.0	79.43	4.16	IL	Saline County	6
Saline County, IL	14.77	16.31	50.54	71.54	3.76	IL	Saline County	12
Saline County, IL	13.62	16.25	50.75	79.25	4.21	IL	Saline County	18
Sangamon County, IL	192.5	232.0	176.5	10.5	0.9	IL	Sangamon County	1
Sangamon County, IL	171.75	200.5	187.0	15.5	1.1	IL	Sangamon County	3
Sangamon County, IL	185.71	195.57	215.14	13.0	1.16	IL	Sangamon County	6
Sangamon County, IL	229.15	238.85	226.92	12.46	1.02	IL	Sangamon County	12
Sangamon County, IL	223.88	236.88	256.88	19.56	1.19	IL	Sangamon County	18
Schuyler County, IL	1.5	2.5	3.0	84.0	3.0	IL	Schuyler County	1
Schuyler County, IL	2.0	2.5	2.5	100.0	1.85	IL	Schuyler County	3
Schuyler County, IL	2.2	2.0	4.0	85.75	2.55	IL	Schuyler County	6
Schuyler County, IL	1.73	2.3	5.8	84.8	4.57	IL	Schuyler County	12
Schuyler County, IL	1.69	2.33	5.5	77.58	4.31	IL	Schuyler County	18
Scott County, IL	2.0	2.0	3.5	53.0	1.75	IL	Scott County	1
Scott County, IL	2.0	2.5	3.75	73.75	1.88	IL	Scott County	3
Scott County, IL	2.29	3.17	3.86	43.86	2.04	IL	Scott County	6
Scott County, IL	2.23	2.75	4.25	34.85	2.61	IL	Scott County	12
Scott County, IL	2.2	2.64	4.29	39.0	2.69	IL	Scott County	18
Shelby County, IL	13.0	21.5	42.5	54.5	3.45	IL	Shelby County	1
Shelby County, IL	11.5	17.5	41.0	63.0	3.7	IL	Shelby County	3
Shelby County, IL	13.29	15.57	41.14	55.86	3.31	IL	Shelby County	6
Shelby County, IL	15.69	18.08	43.62	53.85	3.02	IL	Shelby County	12
Shelby County, IL	14.62	17.06	42.94	63.5	3.28	IL	Shelby County	18
St. Clair County, IL	224.0	261.0	421.0	38.0	1.9	IL	St. Clair County	1
St. Clair County, IL	202.75	218.25	419.5	40.5	2.1	IL	St. Clair County	3
St. Clair County, IL	232.0	223.14	482.43	40.0	2.1	IL	St. Clair County	6
St. Clair County, IL	288.92	284.77	548.92	37.54	1.95	IL	St. Clair County	12
St. Clair County, IL	281.12	282.06	535.19	38.44	1.94	IL	St. Clair County	18
Stark County, IL	2.0	4.0	7.0	125.0	3.5	IL	Stark County	1
Stark County, IL	2.33	2.67	6.33	57.67	3.93	IL	Stark County	3
Stark County, IL	2.67	2.33	7.33	34.33	3.47	IL	Stark County	6
Stark County, IL	2.55	3.27	8.0	35.18	4.14	IL	Stark County	12
Stark County, IL	2.55	3.27	8.0	35.18	4.14	IL	Stark County	18
Stephenson County, IL	35.5	44.0	104.0	60.0	2.95	IL	Stephenson County	1
Stephenson County, IL	35.0	46.5	102.75	50.0	2.95	IL	Stephenson County	3
Stephenson County, IL	37.71	44.29	105.0	49.43	2.83	IL	Stephenson County	6
Stephenson County, IL	46.62	53.0	112.77	46.77	2.52	IL	Stephenson County	12
Stephenson County, IL	46.69	50.81	111.62	52.81	2.51	IL	Stephenson County	18
Tazewell County, IL	145.0	177.0	141.0	19.5	1.0	IL	Tazewell County	1
Tazewell County, IL	125.25	145.25	145.5	26.75	1.23	IL	Tazewell County	3
Tazewell County, IL	136.86	140.0	179.29	27.14	1.33	IL	Tazewell County	6
Tazewell County, IL	168.15	181.08	215.69	24.15	1.32	IL	Tazewell County	12
Tazewell County, IL	163.69	176.06	231.25	30.69	1.47	IL	Tazewell County	18
Union County, IL	9.0	13.5	46.0	60.0	5.1	IL	Union County	1
Union County, IL	6.75	11.0	43.0	77.25	7.05	IL	Union County	3
Union County, IL	7.29	9.71	44.14	82.14	6.49	IL	Union County	6
Union County, IL	9.85	11.92	46.69	85.54	5.44	IL	Union County	12
Union County, IL	9.44	11.88	46.94	89.44	5.81	IL	Union County	18
Vermilion County, IL	43.0	58.5	105.0	41.5	2.4	IL	Vermilion County	1
Vermilion County, IL	41.0	46.25	103.75	52.0	2.55	IL	Vermilion County	3
Vermilion County, IL	47.43	49.29	119.57	42.71	2.54	IL	Vermilion County	6
Vermilion County, IL	51.85	58.69	133.54	47.23	2.64	IL	Vermilion County	12
Vermilion County, IL	50.81	55.88	131.0	50.44	2.64	IL	Vermilion County	18
Wabash County, IL	2.5	2.0	3.0	48.5	1.35	IL	Wabash County	1
Wabash County, IL	2.5	3.33	5.25	57.5	3.5	IL	Wabash County	3
Wabash County, IL	3.57	2.67	6.0	47.0	2.6	IL	Wabash County	6
Wabash County, IL	3.4	3.0	5.89	51.7	2.63	IL	Wabash County	12
Wabash County, IL	3.0	2.73	6.25	65.15	3.27	IL	Wabash County	18
Warren County, IL	7.5	7.0	31.0	136.5	4.7	IL	Warren County	1
Warren County, IL	5.25	8.25	31.0	126.25	7.52	IL	Warren County	3
Warren County, IL	5.43	6.71	29.0	95.71	6.29	IL	Warren County	6
Warren County, IL	5.69	8.31	28.62	90.62	6.02	IL	Warren County	12
Warren County, IL	5.44	7.69	26.44	95.19	6.42	IL	Warren County	18
Washington County, IL	12.0	10.5	30.0	72.5	2.5	IL	Washington County	1
Washington County, IL	10.0	9.5	30.25	73.25	3.3	IL	Washington County	3
Washington County, IL	10.0	9.29	34.57	66.71	4.16	IL	Washington County	6
Washington County, IL	10.0	11.38	34.46	60.62	4.05	IL	Washington County	12
Washington County, IL	9.44	10.44	31.44	64.81	3.9	IL	Washington County	18
Wayne County, IL	2.5	1.5	3.0	112.0	1.15	IL	Wayne County	1
Wayne County, IL	2.0	1.5	5.5	76.25	3.58	IL	Wayne County	3
Wayne County, IL	1.71	1.83	5.86	68.43	4.4	IL	Wayne County	6
Wayne County, IL	2.08	2.18	6.42	78.58	3.99	IL	Wayne County	12
Wayne County, IL	2.2	2.07	6.27	97.27	3.84	IL	Wayne County	18
White County, IL	1.5	4.5	13.0	67.0	9.75	IL	White County	1
White County, IL	2.0	3.75	12.75	73.75	7.5	IL	White County	3
White County, IL	3.33	3.33	13.5	68.0	5.85	IL	White County	6
White County, IL	4.33	4.92	13.5	53.67	4.4	IL	White County	12
White County, IL	4.2	5.0	14.07	64.07	4.44	IL	White County	18
Whiteside County, IL	54.0	51.5	111.0	56.0	2.2	IL	Whiteside County	1
Whiteside County, IL	42.5	49.5	120.75	64.0	3.25	IL	Whiteside County	3
Whiteside County, IL	48.43	48.0	130.14	61.43	2.96	IL	Whiteside County	6
Whiteside County, IL	58.38	64.0	150.62	56.46	2.75	IL	Whiteside County	12
Whiteside County, IL	55.88	61.38	147.62	55.69	2.81	IL	Whiteside County	18
Will County, IL	642.5	756.5	1491.5	51.5	2.3	IL	Will County	1
Will County, IL	537.5	649.0	1461.75	61.5	2.82	IL	Will County	3
Will County, IL	592.86	602.0	1553.57	59.14	2.69	IL	Will County	6
Will County, IL	769.15	836.08	1847.15	53.46	2.48	IL	Will County	12
Will County, IL	746.06	829.06	1781.38	50.06	2.46	IL	Will County	18
Williamson County, IL	64.0	81.0	171.0	69.5	2.65	IL	Williamson County	1
Williamson County, IL	60.75	66.75	172.5	71.5	2.85	IL	Williamson County	3
Williamson County, IL	63.14	63.57	194.86	66.43	3.07	IL	Williamson County	6
Williamson County, IL	75.31	79.77	212.38	63.46	2.86	IL	Williamson County	12
Williamson County, IL	75.5	81.56	218.81	65.12	2.95	IL	Williamson County	18
Winnebago County, IL	260.0	296.0	231.0	10.5	0.9	IL	Winnebago County	1
Winnebago County, IL	235.0	254.0	261.25	18.5	1.18	IL	Winnebago County	3
Winnebago County, IL	261.57	256.86	345.0	20.57	1.33	IL	Winnebago County	6
Winnebago County, IL	318.92	334.23	454.54	24.38	1.4	IL	Winnebago County	12
Winnebago County, IL	319.12	334.31	452.88	27.06	1.4	IL	Winnebago County	18
Woodford County, IL	27.5	31.5	33.0	35.0	1.2	IL	Woodford County	1
Woodford County, IL	23.0	26.0	36.75	54.25	1.78	IL	Woodford County	3
Woodford County, IL	24.71	23.86	47.14	45.0	2.01	IL	Woodford County	6
Woodford County, IL	33.31	35.0	55.54	36.46	1.79	IL	Woodford County	12
Woodford County, IL	31.56	33.75	56.06	40.88	1.97	IL	Woodford County	18
Adams County, IN	13.5	19.5	20.0	14.0	1.5	IN	Adams County	1
Adams County, IN	11.25	16.0	19.5	16.75	1.88	IN	Adams County	3
Adams County, IN	15.57	15.14	22.29	23.71	1.59	IN	Adams County	6
Adams County, IN	20.77	23.15	30.85	24.08	1.57	IN	Adams County	12
Adams County, IN	19.94	22.81	32.06	28.75	1.75	IN	Adams County	18
Allen County, IN	377.5	487.0	434.0	11.5	1.15	IN	Allen County	1
Allen County, IN	340.25	402.0	446.25	17.75	1.32	IN	Allen County	3
Allen County, IN	387.14	404.57	531.14	15.71	1.37	IN	Allen County	6
Allen County, IN	467.85	507.0	573.77	17.38	1.26	IN	Allen County	12
Allen County, IN	457.31	486.25	600.94	21.69	1.36	IN	Allen County	18
Bartholomew County, IN	85.0	90.0	81.0	15.5	0.95	IN	Bartholomew County	1
Bartholomew County, IN	69.75	79.5	88.25	21.25	1.38	IN	Bartholomew County	3
Bartholomew County, IN	78.14	74.14	108.57	20.29	1.43	IN	Bartholomew County	6
Bartholomew County, IN	103.85	101.62	123.54	14.31	1.25	IN	Bartholomew County	12
Bartholomew County, IN	101.56	101.94	117.06	13.44	1.19	IN	Bartholomew County	18
Benton County, IN	4.5	8.5	18.0	22.0	4.5	IN	Benton County	1
