county_qualified_name	homes_sold_redfin	new_listings_redfin	inventory_redfin	median_dom_redfin	months_of_supply_redfin	state_code	county_name	months_averaged_redfin	Total Comps	For Sale Comps (All)	Sold Comps (All)	Sold Comps (6m)	Sold Comps (3m)	Listed Comps (12m)	Listed Comps (6m)	Listed Comps (3m)	Sold-For Sale Ratio	Sold-Listed Ratio (12m)	Sold-Listed Ratio (6m)	Sold-Listed Ratio (3m)	Parcels on Market Ratio	Total DataTree Parcels	Total Out of State Owner Parcels	Total Out of County Owner Parcels	Out of State to Total Ratio	Out of County to Total Ratio	Coefficient of Variation	Coefficient of Variation (6m)	Coefficient of Variation (3m)	Days on Market	MoM Price Change %	Economic Rank	Economic Score	Population	Population Change (2010-2019)	Population Change %	Population-Sq Mile	property_count
Logan County, AR	11.29	11.57	43.71	104.57	4.73	AR	Logan County	6	427	395	32	14	11	55	45	33	0.08	0.58	0.31	0.33	0.047	8329	905	2832	0.109	0.34	0.77	0.76	0.76	294.2	-3.01	637.0	0.85	21466	-842	-3.9	29.3	19,681
Logan County, AR	11.29	11.57	43.71	104.57	4.73	AR	Logan County	6	427	395	32	14	11	55	45	33	0.08	0.58	0.31	0.33	0.047	8329	905	2832	0.109	0.34	0.77	0.76	0.76	294.2	-3.01	637.0	0.85	21466	-842	-3.9	29.3	19,681
Logan County, AR	12.46	14.0	44.54	86.38	4.18	AR	Logan County	12	427	395	32	14	11	55	45	33	0.08	0.58	0.31	0.33	0.047	8329	905	2832	0.109	0.34	0.77	0.76	0.76	294.2	-3.01	637.0	0.85	21466	-842	-3.9	29.3	19,681
Logan County, AR	12.46	14.0	44.54	86.38	4.18	AR	Logan County	12	427	395	32	14	11	55	45	33	0.08	0.58	0.31	0.33	0.047	8329	905	2832	0.109	0.34	0.77	0.76	0.76	294.2	-3.01	637.0	0.85	21466	-842	-3.9	29.3	19,681
Logan County, AR	12.46	14.0	44.54	86.38	4.18	AR	Logan County	12	427	395	32	14	11	55	45	33	0.08	0.58	0.31	0.33	0.047	8329	905	2832	0.109	0.34	0.77	0.76	0.76	294.2	-3.01	637.0	0.85	21466	-842	-3.9	29.3	19,681
Logan County, AR	12.46	14.0	44.54	86.38	4.18	AR	Logan County	12	427	395	32	14	11	55	45	33	0.08	0.58	0.31	0.33	0.047	8329	905	2832	0.109	0.34	0.77	0.76	0.76	294.2	-3.01	637.0	0.85	21466	-842	-3.9	29.3	19,681
Logan County, AR	12.25	13.44	43.62	83.62	4.14	AR	Logan County	18	427	395	32	14	11	55	45	33	0.08	0.58	0.31	0.33	0.047	8329	905	2832	0.109	0.34	0.77	0.76	0.76	294.2	-3.01	637.0	0.85	21466	-842	-3.9	29.3	19,681
Logan County, AR	12.25	13.44	43.62	83.62	4.14	AR	Logan County	18	427	395	32	14	11	55	45	33	0.08	0.58	0.31	0.33	0.047	8329	905	2832	0.109	0.34	0.77	0.76	0.76	294.2	-3.01	637.0	0.85	21466	-842	-3.9	29.3	19,681
Logan County, AR	12.25	13.44	43.62	83.62	4.14	AR	Logan County	18	427	395	32	14	11	55	45	33	0.08	0.58	0.31	0.33	0.047	8329	905	2832	0.109	0.34	0.77	0.76	0.76	294.2	-3.01	637.0	0.85	21466	-842	-3.9	29.3	19,681
Logan County, AR	12.25	13.44	43.62	83.62	4.14	AR	Logan County	18	427	395	32	14	11	55	45	33	0.08	0.58	0.31	0.33	0.047	8329	905	2832	0.109	0.34	0.77	0.76	0.76	294.2	-3.01	637.0	0.85	21466	-842	-3.9	29.3	19,681
Lonoke County, AR	78.0	103.0	146.0	32.0	1.9	AR	Lonoke County	1	1528	1116	412	131	52	375	258	172	0.37	1.1	0.51	0.3	0.104	10727	1000	3632	0.093	0.339	0.58	0.56	0.56	203.8	1.92	1912.0	-0.42	73309	4565	6.2	91.4	39,089
Lonoke County, AR	78.0	103.0	146.0	32.0	1.9	AR	Lonoke County	1	1528	1116	412	131	52	375	258	172	0.37	1.1	0.51	0.3	0.104	10727	1000	3632	0.093	0.339	0.58	0.56	0.56	203.8	1.92	1912.0	-0.42	73309	4565	6.2	91.4	39,089
Lonoke County, AR	78.0	103.0	146.0	32.0	1.9	AR	Lonoke County	1	1528	1116	412	131	52	375	258	172	0.37	1.1	0.51	0.3	0.104	10727	1000	3632	0.093	0.339	0.58	0.56	0.56	203.8	1.92	1912.0	-0.42	73309	4565	6.2	91.4	39,089
Lonoke County, AR	78.0	103.0	146.0	32.0	1.9	AR	Lonoke County	1	1528	1116	412	131	52	375	258	172	0.37	1.1	0.51	0.3	0.104	10727	1000	3632	0.093	0.339	0.58	0.56	0.56	203.8	1.92	1912.0	-0.42	73309	4565	6.2	91.4	39,089
Lonoke County, AR	71.5	87.75	136.5	35.25	1.92	AR	Lonoke County	3	1528	1116	412	131	52	375	258	172	0.37	1.1	0.51	0.3	0.104	10727	1000	3632	0.093	0.339	0.58	0.56	0.56	203.8	1.92	1912.0	-0.42	73309	4565	6.2	91.4	39,089
Lonoke County, AR	71.5	87.75	136.5	35.25	1.92	AR	Lonoke County	3	1528	1116	412	131	52	375	258	172	0.37	1.1	0.51	0.3	0.104	10727	1000	3632	0.093	0.339	0.58	0.56	0.56	203.8	1.92	1912.0	-0.42	73309	4565	6.2	91.4	39,089
Lonoke County, AR	71.5	87.75	136.5	35.25	1.92	AR	Lonoke County	3	1528	1116	412	131	52	375	258	172	0.37	1.1	0.51	0.3	0.104	10727	1000	3632	0.093	0.339	0.58	0.56	0.56	203.8	1.92	1912.0	-0.42	73309	4565	6.2	91.4	39,089
Lonoke County, AR	71.5	87.75	136.5	35.25	1.92	AR	Lonoke County	3	1528	1116	412	131	52	375	258	172	0.37	1.1	0.51	0.3	0.104	10727	1000	3632	0.093	0.339	0.58	0.56	0.56	203.8	1.92	1912.0	-0.42	73309	4565	6.2	91.4	39,089
Lonoke County, AR	78.86	82.43	152.71	37.71	1.97	AR	Lonoke County	6	1528	1116	412	131	52	375	258	172	0.37	1.1	0.51	0.3	0.104	10727	1000	3632	0.093	0.339	0.58	0.56	0.56	203.8	1.92	1912.0	-0.42	73309	4565	6.2	91.4	39,089
Lonoke County, AR	78.86	82.43	152.71	37.71	1.97	AR	Lonoke County	6	1528	1116	412	131	52	375	258	172	0.37	1.1	0.51	0.3	0.104	10727	1000	3632	0.093	0.339	0.58	0.56	0.56	203.8	1.92	1912.0	-0.42	73309	4565	6.2	91.4	39,089
Lonoke County, AR	78.86	82.43	152.71	37.71	1.97	AR	Lonoke County	6	1528	1116	412	131	52	375	258	172	0.37	1.1	0.51	0.3	0.104	10727	1000	3632	0.093	0.339	0.58	0.56	0.56	203.8	1.92	1912.0	-0.42	73309	4565	6.2	91.4	39,089
Lonoke County, AR	78.86	82.43	152.71	37.71	1.97	AR	Lonoke County	6	1528	1116	412	131	52	375	258	172	0.37	1.1	0.51	0.3	0.104	10727	1000	3632	0.093	0.339	0.58	0.56	0.56	203.8	1.92	1912.0	-0.42	73309	4565	6.2	91.4	39,089
Lonoke County, AR	102.46	110.23	163.92	34.62	1.72	AR	Lonoke County	12	1528	1116	412	131	52	375	258	172	0.37	1.1	0.51	0.3	0.104	10727	1000	3632	0.093	0.339	0.58	0.56	0.56	203.8	1.92	1912.0	-0.42	73309	4565	6.2	91.4	39,089
Lonoke County, AR	102.46	110.23	163.92	34.62	1.72	AR	Lonoke County	12	1528	1116	412	131	52	375	258	172	0.37	1.1	0.51	0.3	0.104	10727	1000	3632	0.093	0.339	0.58	0.56	0.56	203.8	1.92	1912.0	-0.42	73309	4565	6.2	91.4	39,089
Lonoke County, AR	102.46	110.23	163.92	34.62	1.72	AR	Lonoke County	12	1528	1116	412	131	52	375	258	172	0.37	1.1	0.51	0.3	0.104	10727	1000	3632	0.093	0.339	0.58	0.56	0.56	203.8	1.92	1912.0	-0.42	73309	4565	6.2	91.4	39,089
Lonoke County, AR	102.46	110.23	163.92	34.62	1.72	AR	Lonoke County	12	1528	1116	412	131	52	375	258	172	0.37	1.1	0.51	0.3	0.104	10727	1000	3632	0.093	0.339	0.58	0.56	0.56	203.8	1.92	1912.0	-0.42	73309	4565	6.2	91.4	39,089
Lonoke County, AR	100.56	111.19	159.94	34.44	1.69	AR	Lonoke County	18	1528	1116	412	131	52	375	258	172	0.37	1.1	0.51	0.3	0.104	10727	1000	3632	0.093	0.339	0.58	0.56	0.56	203.8	1.92	1912.0	-0.42	73309	4565	6.2	91.4	39,089
Lonoke County, AR	100.56	111.19	159.94	34.44	1.69	AR	Lonoke County	18	1528	1116	412	131	52	375	258	172	0.37	1.1	0.51	0.3	0.104	10727	1000	3632	0.093	0.339	0.58	0.56	0.56	203.8	1.92	1912.0	-0.42	73309	4565	6.2	91.4	39,089
Lonoke County, AR	100.56	111.19	159.94	34.44	1.69	AR	Lonoke County	18	1528	1116	412	131	52	375	258	172	0.37	1.1	0.51	0.3	0.104	10727	1000	3632	0.093	0.339	0.58	0.56	0.56	203.8	1.92	1912.0	-0.42	73309	4565	6.2	91.4	39,089
Lonoke County, AR	100.56	111.19	159.94	34.44	1.69	AR	Lonoke County	18	1528	1116	412	131	52	375	258	172	0.37	1.1	0.51	0.3	0.104	10727	1000	3632	0.093	0.339	0.58	0.56	0.56	203.8	1.92	1912.0	-0.42	73309	4565	6.2	91.4	39,089
Madison County, AR	12.5	23.5	38.5	28.0	3.05	AR	Madison County	1	1144	919	225	70	21	248	182	104	0.24	0.91	0.38	0.2	0.081	11292	1146	4209	0.101	0.373	0.91	0.91	0.91	113.3	2.02	1867.0	-0.38	16576	892	5.4	19.8	17,436
Madison County, AR	12.5	23.5	38.5	28.0	3.05	AR	Madison County	1	1144	919	225	70	21	248	182	104	0.24	0.91	0.38	0.2	0.081	11292	1146	4209	0.101	0.373	0.91	0.91	0.91	113.3	2.02	1867.0	-0.38	16576	892	5.4	19.8	17,436
Madison County, AR	12.5	23.5	38.5	28.0	3.05	AR	Madison County	1	1144	919	225	70	21	248	182	104	0.24	0.91	0.38	0.2	0.081	11292	1146	4209	0.101	0.373	0.91	0.91	0.91	113.3	2.02	1867.0	-0.38	16576	892	5.4	19.8	17,436
Madison County, AR	12.5	23.5	38.5	28.0	3.05	AR	Madison County	1	1144	919	225	70	21	248	182	104	0.24	0.91	0.38	0.2	0.081	11292	1146	4209	0.101	0.373	0.91	0.91	0.91	113.3	2.02	1867.0	-0.38	16576	892	5.4	19.8	17,436
Madison County, AR	9.0	16.75	37.75	61.5	4.9	AR	Madison County	3	1144	919	225	70	21	248	182	104	0.24	0.91	0.38	0.2	0.081	11292	1146	4209	0.101	0.373	0.91	0.91	0.91	113.3	2.02	1867.0	-0.38	16576	892	5.4	19.8	17,436
Madison County, AR	9.0	16.75	37.75	61.5	4.9	AR	Madison County	3	1144	919	225	70	21	248	182	104	0.24	0.91	0.38	0.2	0.081	11292	1146	4209	0.101	0.373	0.91	0.91	0.91	113.3	2.02	1867.0	-0.38	16576	892	5.4	19.8	17,436
Madison County, AR	9.0	16.75	37.75	61.5	4.9	AR	Madison County	3	1144	919	225	70	21	248	182	104	0.24	0.91	0.38	0.2	0.081	11292	1146	4209	0.101	0.373	0.91	0.91	0.91	113.3	2.02	1867.0	-0.38	16576	892	5.4	19.8	17,436
Madison County, AR	9.0	16.75	37.75	61.5	4.9	AR	Madison County	3	1144	919	225	70	21	248	182	104	0.24	0.91	0.38	0.2	0.081	11292	1146	4209	0.101	0.373	0.91	0.91	0.91	113.3	2.02	1867.0	-0.38	16576	892	5.4	19.8	17,436
Madison County, AR	10.86	13.71	39.0	59.0	4.11	AR	Madison County	6	1144	919	225	70	21	248	182	104	0.24	0.91	0.38	0.2	0.081	11292	1146	4209	0.101	0.373	0.91	0.91	0.91	113.3	2.02	1867.0	-0.38	16576	892	5.4	19.8	17,436
Madison County, AR	10.86	13.71	39.0	59.0	4.11	AR	Madison County	6	1144	919	225	70	21	248	182	104	0.24	0.91	0.38	0.2	0.081	11292	1146	4209	0.101	0.373	0.91	0.91	0.91	113.3	2.02	1867.0	-0.38	16576	892	5.4	19.8	17,436
Madison County, AR	10.86	13.71	39.0	59.0	4.11	AR	Madison County	6	1144	919	225	70	21	248	182	104	0.24	0.91	0.38	0.2	0.081	11292	1146	4209	0.101	0.373	0.91	0.91	0.91	113.3	2.02	1867.0	-0.38	16576	892	5.4	19.8	17,436
Madison County, AR	10.86	13.71	39.0	59.0	4.11	AR	Madison County	6	1144	919	225	70	21	248	182	104	0.24	0.91	0.38	0.2	0.081	11292	1146	4209	0.101	0.373	0.91	0.91	0.91	113.3	2.02	1867.0	-0.38	16576	892	5.4	19.8	17,436
Madison County, AR	14.38	17.46	39.69	39.54	3.34	AR	Madison County	12	1144	919	225	70	21	248	182	104	0.24	0.91	0.38	0.2	0.081	11292	1146	4209	0.101	0.373	0.91	0.91	0.91	113.3	2.02	1867.0	-0.38	16576	892	5.4	19.8	17,436
Madison County, AR	14.38	17.46	39.69	39.54	3.34	AR	Madison County	12	1144	919	225	70	21	248	182	104	0.24	0.91	0.38	0.2	0.081	11292	1146	4209	0.101	0.373	0.91	0.91	0.91	113.3	2.02	1867.0	-0.38	16576	892	5.4	19.8	17,436
Madison County, AR	14.38	17.46	39.69	39.54	3.34	AR	Madison County	12	1144	919	225	70	21	248	182	104	0.24	0.91	0.38	0.2	0.081	11292	1146	4209	0.101	0.373	0.91	0.91	0.91	113.3	2.02	1867.0	-0.38	16576	892	5.4	19.8	17,436
Madison County, AR	14.38	17.46	39.69	39.54	3.34	AR	Madison County	12	1144	919	225	70	21	248	182	104	0.24	0.91	0.38	0.2	0.081	11292	1146	4209	0.101	0.373	0.91	0.91	0.91	113.3	2.02	1867.0	-0.38	16576	892	5.4	19.8	17,436
Madison County, AR	14.75	17.56	37.75	43.56	3.06	AR	Madison County	18	1144	919	225	70	21	248	182	104	0.24	0.91	0.38	0.2	0.081	11292	1146	4209	0.101	0.373	0.91	0.91	0.91	113.3	2.02	1867.0	-0.38	16576	892	5.4	19.8	17,436
Madison County, AR	14.75	17.56	37.75	43.56	3.06	AR	Madison County	18	1144	919	225	70	21	248	182	104	0.24	0.91	0.38	0.2	0.081	11292	1146	4209	0.101	0.373	0.91	0.91	0.91	113.3	2.02	1867.0	-0.38	16576	892	5.4	19.8	17,436
Madison County, AR	14.75	17.56	37.75	43.56	3.06	AR	Madison County	18	1144	919	225	70	21	248	182	104	0.24	0.91	0.38	0.2	0.081	11292	1146	4209	0.101	0.373	0.91	0.91	0.91	113.3	2.02	1867.0	-0.38	16576	892	5.4	19.8	17,436
Madison County, AR	14.75	17.56	37.75	43.56	3.06	AR	Madison County	18	1144	919	225	70	21	248	182	104	0.24	0.91	0.38	0.2	0.081	11292	1146	4209	0.101	0.373	0.91	0.91	0.91	113.3	2.02	1867.0	-0.38	16576	892	5.4	19.8	17,436
Marion County, AR	6.5	11.0	32.5	26.5	5.25	AR	Marion County	1	2007	1496	511	76	33	328	188	122	0.34	1.56	0.4	0.27	0.211	7096	2194	3552	0.309	0.501	0.68	0.67	0.67	224.9	1.64	407.0	1.38	16694	29	0.2	26.1	10,835
Marion County, AR	6.5	11.0	32.5	26.5	5.25	AR	Marion County	1	2007	1496	511	76	33	328	188	122	0.34	1.56	0.4	0.27	0.211	7096	2194	3552	0.309	0.501	0.68	0.67	0.67	224.9	1.64	407.0	1.38	16694	29	0.2	26.1	10,835
Marion County, AR	6.5	11.0	32.5	26.5	5.25	AR	Marion County	1	2007	1496	511	76	33	328	188	122	0.34	1.56	0.4	0.27	0.211	7096	2194	3552	0.309	0.501	0.68	0.67	0.67	224.9	1.64	407.0	1.38	16694	29	0.2	26.1	10,835
Marion County, AR	6.5	11.0	32.5	26.5	5.25	AR	Marion County	1	2007	1496	511	76	33	328	188	122	0.34	1.56	0.4	0.27	0.211	7096	2194	3552	0.309	0.501	0.68	0.67	0.67	224.9	1.64	407.0	1.38	16694	29	0.2	26.1	10,835
Marion County, AR	5.5	8.5	30.25	40.5	6.05	AR	Marion County	3	2007	1496	511	76	33	328	188	122	0.34	1.56	0.4	0.27	0.211	7096	2194	3552	0.309	0.501	0.68	0.67	0.67	224.9	1.64	407.0	1.38	16694	29	0.2	26.1	10,835
Marion County, AR	5.5	8.5	30.25	40.5	6.05	AR	Marion County	3	2007	1496	511	76	33	328	188	122	0.34	1.56	0.4	0.27	0.211	7096	2194	3552	0.309	0.501	0.68	0.67	0.67	224.9	1.64	407.0	1.38	16694	29	0.2	26.1	10,835
Marion County, AR	5.5	8.5	30.25	40.5	6.05	AR	Marion County	3	2007	1496	511	76	33	328	188	122	0.34	1.56	0.4	0.27	0.211	7096	2194	3552	0.309	0.501	0.68	0.67	0.67	224.9	1.64	407.0	1.38	16694	29	0.2	26.1	10,835
Marion County, AR	5.5	8.5	30.25	40.5	6.05	AR	Marion County	3	2007	1496	511	76	33	328	188	122	0.34	1.56	0.4	0.27	0.211	7096	2194	3552	0.309	0.501	0.68	0.67	0.67	224.9	1.64	407.0	1.38	16694	29	0.2	26.1	10,835
Marion County, AR	7.29	8.71	29.29	49.0	4.76	AR	Marion County	6	2007	1496	511	76	33	328	188	122	0.34	1.56	0.4	0.27	0.211	7096	2194	3552	0.309	0.501	0.68	0.67	0.67	224.9	1.64	407.0	1.38	16694	29	0.2	26.1	10,835
Marion County, AR	7.29	8.71	29.29	49.0	4.76	AR	Marion County	6	2007	1496	511	76	33	328	188	122	0.34	1.56	0.4	0.27	0.211	7096	2194	3552	0.309	0.501	0.68	0.67	0.67	224.9	1.64	407.0	1.38	16694	29	0.2	26.1	10,835
Marion County, AR	7.29	8.71	29.29	49.0	4.76	AR	Marion County	6	2007	1496	511	76	33	328	188	122	0.34	1.56	0.4	0.27	0.211	7096	2194	3552	0.309	0.501	0.68	0.67	0.67	224.9	1.64	407.0	1.38	16694	29	0.2	26.1	10,835
Marion County, AR	7.29	8.71	29.29	49.0	4.76	AR	Marion County	6	2007	1496	511	76	33	328	188	122	0.34	1.56	0.4	0.27	0.211	7096	2194	3552	0.309	0.501	0.68	0.67	0.67	224.9	1.64	407.0	1.38	16694	29	0.2	26.1	10,835
Marion County, AR	7.77	10.08	28.0	49.85	4.06	AR	Marion County	12	2007	1496	511	76	33	328	188	122	0.34	1.56	0.4	0.27	0.211	7096	2194	3552	0.309	0.501	0.68	0.67	0.67	224.9	1.64	407.0	1.38	16694	29	0.2	26.1	10,835
Marion County, AR	7.77	10.08	28.0	49.85	4.06	AR	Marion County	12	2007	1496	511	76	33	328	188	122	0.34	1.56	0.4	0.27	0.211	7096	2194	3552	0.309	0.501	0.68	0.67	0.67	224.9	1.64	407.0	1.38	16694	29	0.2	26.1	10,835
Marion County, AR	7.77	10.08	28.0	49.85	4.06	AR	Marion County	12	2007	1496	511	76	33	328	188	122	0.34	1.56	0.4	0.27	0.211	7096	2194	3552	0.309	0.501	0.68	0.67	0.67	224.9	1.64	407.0	1.38	16694	29	0.2	26.1	10,835
Marion County, AR	7.77	10.08	28.0	49.85	4.06	AR	Marion County	12	2007	1496	511	76	33	328	188	122	0.34	1.56	0.4	0.27	0.211	7096	2194	3552	0.309	0.501	0.68	0.67	0.67	224.9	1.64	407.0	1.38	16694	29	0.2	26.1	10,835
Marion County, AR	7.12	9.56	26.06	57.31	4.14	AR	Marion County	18	2007	1496	511	76	33	328	188	122	0.34	1.56	0.4	0.27	0.211	7096	2194	3552	0.309	0.501	0.68	0.67	0.67	224.9	1.64	407.0	1.38	16694	29	0.2	26.1	10,835
Marion County, AR	7.12	9.56	26.06	57.31	4.14	AR	Marion County	18	2007	1496	511	76	33	328	188	122	0.34	1.56	0.4	0.27	0.211	7096	2194	3552	0.309	0.501	0.68	0.67	0.67	224.9	1.64	407.0	1.38	16694	29	0.2	26.1	10,835
Marion County, AR	7.12	9.56	26.06	57.31	4.14	AR	Marion County	18	2007	1496	511	76	33	328	188	122	0.34	1.56	0.4	0.27	0.211	7096	2194	3552	0.309	0.501	0.68	0.67	0.67	224.9	1.64	407.0	1.38	16694	29	0.2	26.1	10,835
Marion County, AR	7.12	9.56	26.06	57.31	4.14	AR	Marion County	18	2007	1496	511	76	33	328	188	122	0.34	1.56	0.4	0.27	0.211	7096	2194	3552	0.309	0.501	0.68	0.67	0.67	224.9	1.64	407.0	1.38	16694	29	0.2	26.1	10,835
Miller County, AR	25.0	31.0	85.5	70.5	3.85	AR	Miller County	1	510	383	127	11	3	82	53	38	0.33	1.55	0.21	0.08	0.043	8921	3297	3918	0.37	0.439	0.49	0.44	0.44	214.8	2.23	1859.0	-0.37	43257	-305	-0.7	67.9	26,441
Miller County, AR	25.0	31.0	85.5	70.5	3.85	AR	Miller County	1	510	383	127	11	3	82	53	38	0.33	1.55	0.21	0.08	0.043	8921	3297	3918	0.37	0.439	0.49	0.44	0.44	214.8	2.23	1859.0	-0.37	43257	-305	-0.7	67.9	26,441
Miller County, AR	25.0	31.0	85.5	70.5	3.85	AR	Miller County	1	510	383	127	11	3	82	53	38	0.33	1.55	0.21	0.08	0.043	8921	3297	3918	0.37	0.439	0.49	0.44	0.44	214.8	2.23	1859.0	-0.37	43257	-305	-0.7	67.9	26,441
Miller County, AR	25.0	31.0	85.5	70.5	3.85	AR	Miller County	1	510	383	127	11	3	82	53	38	0.33	1.55	0.21	0.08	0.043	8921	3297	3918	0.37	0.439	0.49	0.44	0.44	214.8	2.23	1859.0	-0.37	43257	-305	-0.7	67.9	26,441
Miller County, AR	21.75	27.75	93.75	81.75	4.88	AR	Miller County	3	510	383	127	11	3	82	53	38	0.33	1.55	0.21	0.08	0.043	8921	3297	3918	0.37	0.439	0.49	0.44	0.44	214.8	2.23	1859.0	-0.37	43257	-305	-0.7	67.9	26,441
Miller County, AR	21.75	27.75	93.75	81.75	4.88	AR	Miller County	3	510	383	127	11	3	82	53	38	0.33	1.55	0.21	0.08	0.043	8921	3297	3918	0.37	0.439	0.49	0.44	0.44	214.8	2.23	1859.0	-0.37	43257	-305	-0.7	67.9	26,441
Miller County, AR	21.75	27.75	93.75	81.75	4.88	AR	Miller County	3	510	383	127	11	3	82	53	38	0.33	1.55	0.21	0.08	0.043	8921	3297	3918	0.37	0.439	0.49	0.44	0.44	214.8	2.23	1859.0	-0.37	43257	-305	-0.7	67.9	26,441
Miller County, AR	21.75	27.75	93.75	81.75	4.88	AR	Miller County	3	510	383	127	11	3	82	53	38	0.33	1.55	0.21	0.08	0.043	8921	3297	3918	0.37	0.439	0.49	0.44	0.44	214.8	2.23	1859.0	-0.37	43257	-305	-0.7	67.9	26,441
Miller County, AR	22.43	25.86	95.14	74.43	4.61	AR	Miller County	6	510	383	127	11	3	82	53	38	0.33	1.55	0.21	0.08	0.043	8921	3297	3918	0.37	0.439	0.49	0.44	0.44	214.8	2.23	1859.0	-0.37	43257	-305	-0.7	67.9	26,441
Miller County, AR	22.43	25.86	95.14	74.43	4.61	AR	Miller County	6	510	383	127	11	3	82	53	38	0.33	1.55	0.21	0.08	0.043	8921	3297	3918	0.37	0.439	0.49	0.44	0.44	214.8	2.23	1859.0	-0.37	43257	-305	-0.7	67.9	26,441
Miller County, AR	22.43	25.86	95.14	74.43	4.61	AR	Miller County	6	510	383	127	11	3	82	53	38	0.33	1.55	0.21	0.08	0.043	8921	3297	3918	0.37	0.439	0.49	0.44	0.44	214.8	2.23	1859.0	-0.37	43257	-305	-0.7	67.9	26,441
Miller County, AR	22.43	25.86	95.14	74.43	4.61	AR	Miller County	6	510	383	127	11	3	82	53	38	0.33	1.55	0.21	0.08	0.043	8921	3297	3918	0.37	0.439	0.49	0.44	0.44	214.8	2.23	1859.0	-0.37	43257	-305	-0.7	67.9	26,441
Miller County, AR	25.0	28.23	88.69	69.46	3.89	AR	Miller County	12	510	383	127	11	3	82	53	38	0.33	1.55	0.21	0.08	0.043	8921	3297	3918	0.37	0.439	0.49	0.44	0.44	214.8	2.23	1859.0	-0.37	43257	-305	-0.7	67.9	26,441
Miller County, AR	25.0	28.23	88.69	69.46	3.89	AR	Miller County	12	510	383	127	11	3	82	53	38	0.33	1.55	0.21	0.08	0.043	8921	3297	3918	0.37	0.439	0.49	0.44	0.44	214.8	2.23	1859.0	-0.37	43257	-305	-0.7	67.9	26,441
Miller County, AR	25.0	28.23	88.69	69.46	3.89	AR	Miller County	12	510	383	127	11	3	82	53	38	0.33	1.55	0.21	0.08	0.043	8921	3297	3918	0.37	0.439	0.49	0.44	0.44	214.8	2.23	1859.0	-0.37	43257	-305	-0.7	67.9	26,441
Miller County, AR	25.0	28.23	88.69	69.46	3.89	AR	Miller County	12	510	383	127	11	3	82	53	38	0.33	1.55	0.21	0.08	0.043	8921	3297	3918	0.37	0.439	0.49	0.44	0.44	214.8	2.23	1859.0	-0.37	43257	-305	-0.7	67.9	26,441
Miller County, AR	24.44	27.5	86.31	72.06	3.84	AR	Miller County	18	510	383	127	11	3	82	53	38	0.33	1.55	0.21	0.08	0.043	8921	3297	3918	0.37	0.439	0.49	0.44	0.44	214.8	2.23	1859.0	-0.37	43257	-305	-0.7	67.9	26,441
Miller County, AR	24.44	27.5	86.31	72.06	3.84	AR	Miller County	18	510	383	127	11	3	82	53	38	0.33	1.55	0.21	0.08	0.043	8921	3297	3918	0.37	0.439	0.49	0.44	0.44	214.8	2.23	1859.0	-0.37	43257	-305	-0.7	67.9	26,441
Miller County, AR	24.44	27.5	86.31	72.06	3.84	AR	Miller County	18	510	383	127	11	3	82	53	38	0.33	1.55	0.21	0.08	0.043	8921	3297	3918	0.37	0.439	0.49	0.44	0.44	214.8	2.23	1859.0	-0.37	43257	-305	-0.7	67.9	26,441
Miller County, AR	24.44	27.5	86.31	72.06	3.84	AR	Miller County	18	510	383	127	11	3	82	53	38	0.33	1.55	0.21	0.08	0.043	8921	3297	3918	0.37	0.439	0.49	0.44	0.44	214.8	2.23	1859.0	-0.37	43257	-305	-0.7	67.9	26,441
Mississippi County, AR	22.0	28.0	73.0	40.0	3.4	AR	Mississippi County	1	215	170	45	11	8	114	67	55	0.26	0.39	0.16	0.15	0.014	12259	2570	4639	0.21	0.378	0.34	0.35	0.35	220.4	66.71	2840.0	-1.55	40651	-5748	-14.1	44.2	30,329
Mississippi County, AR	22.0	28.0	73.0	40.0	3.4	AR	Mississippi County	1	215	170	45	11	8	114	67	55	0.26	0.39	0.16	0.15	0.014	12259	2570	4639	0.21	0.378	0.34	0.35	0.35	220.4	66.71	2840.0	-1.55	40651	-5748	-14.1	44.2	30,329
Mississippi County, AR	22.0	28.0	73.0	40.0	3.4	AR	Mississippi County	1	215	170	45	11	8	114	67	55	0.26	0.39	0.16	0.15	0.014	12259	2570	4639	0.21	0.378	0.34	0.35	0.35	220.4	66.71	2840.0	-1.55	40651	-5748	-14.1	44.2	30,329
Mississippi County, AR	22.0	28.0	73.0	40.0	3.4	AR	Mississippi County	1	215	170	45	11	8	114	67	55	0.26	0.39	0.16	0.15	0.014	12259	2570	4639	0.21	0.378	0.34	0.35	0.35	220.4	66.71	2840.0	-1.55	40651	-5748	-14.1	44.2	30,329
Mississippi County, AR	15.75	31.0	74.25	51.5	5.75	AR	Mississippi County	3	215	170	45	11	8	114	67	55	0.26	0.39	0.16	0.15	0.014	12259	2570	4639	0.21	0.378	0.34	0.35	0.35	220.4	66.71	2840.0	-1.55	40651	-5748	-14.1	44.2	30,329
Mississippi County, AR	15.75	31.0	74.25	51.5	5.75	AR	Mississippi County	3	215	170	45	11	8	114	67	55	0.26	0.39	0.16	0.15	0.014	12259	2570	4639	0.21	0.378	0.34	0.35	0.35	220.4	66.71	2840.0	-1.55	40651	-5748	-14.1	44.2	30,329
