County	State	property_count	population_2015	square_miles	people/sqmiles
Anderson County	Texas	"46,698"	"57,938"	345	219
Andrews County	Texas	"9,968"	"16,799"	"1,501"	11
Angelina County	Texas	"58,930"	"87,441"	865	101
Aransas County	Texas	"24,693"	"24,356"	528	46
Archer County	Texas	"17,490"	"8,681"	925	9
Armstrong County	Texas	n/a	"1,949"	914	2
Atascosa County	Texas	"30,365"	"47,093"	"1,221"	39
Austin County	Texas	"21,833"	"28,847"	656	44
Bailey County	Texas	n/a	"7,114"	827	9
Bandera County	Texas	"31,594"	"20,601"	798	26
Bastrop County	Texas	"52,467"	"75,825"	896	85
Baylor County	Texas	n/a	"3,614"	901	4
Bee County	Texas	"19,253"	"32,799"	880	37
Bell County	Texas	"141,333"	"326,843"	"1,088"	300
Bexar County	Texas	"600,578"	"1,817,610"	"1,256"	1447
Blanco County	Texas	"11,927"	"10,723"	713	15
Borden County	Texas	n/a	637	906	1
Bosque County	Texas	"13,527"	"17,855"	"1,003"	18
Bowie County	Texas	"53,065"	"93,487"	923	101
Brazoria County	Texas	"255,964"	"330,242"	"1,609"	205
Brazos County	Texas	"61,802"	"203,164"	591	344
Brewster County	Texas	n/a	"9,286"	"6,192"	2
Briscoe County	Texas	n/a	"1,537"	902	2
Brooks County	Texas	"10,025"	"7,237"	944	8
Brown County	Texas	"33,928"	"37,749"	957	39
Burleson County	Texas	"28,593"	"17,169"	677	25
Burnet County	Texas	"46,016"	"43,823"	"1,021"	43
Caldwell County	Texas	"20,404"	"39,232"	547	72
Calhoun County	Texas	"21,668"	"21,806"	"1,033"	21
Callahan County	Texas	n/a	"13,525"	901	15
Cameron County	Texas	"173,318"	"417,276"	"1,276"	327
Camp County	Texas	"11,897"	"12,413"	203	61
Carson County	Texas	"6,278"	"6,010"	924	7
Cass County	Texas	"30,733"	"30,331"	960	32
Castro County	Texas	n/a	"8,030"	899	9
Chambers County	Texas	"30,098"	"36,812"	871	42
Cherokee County	Texas	"44,531"	"50,878"	"1,062"	48
Childress County	Texas	n/a	"7,095"	714	10
Clay County	Texas	"7,189"	"10,473"	"1,117"	9
Cochran County	Texas	"5,286"	"3,016"	775	4
Coke County	Texas	n/a	"3,210"	928	3
Coleman County	Texas	n/a	"8,543"	"1,281"	7
Collin County	Texas	"309,524"	"854,778"	886	965
Collingsworth County	Texas	"5,168"	"3,099"	919	3
Colorado County	Texas	"20,322"	"20,752"	974	21
Comal County	Texas	"85,414"	"118,480"	575	206
Comanche County	Texas	"16,330"	"13,623"	948	14
Concho County	Texas	n/a	"4,043"	994	4
Cooke County	Texas	"29,438"	"38,467"	898	43
Coryell County	Texas	"28,135"	"76,192"	"1,057"	72
Cottle County	Texas	n/a	"1,452"	902	2
Crane County	Texas	"5,106"	"4,773"	786	6
Crockett County	Texas	"9,813"	"3,807"	"2,807"	1
Crosby County	Texas	"8,320"	"5,991"	902	902
Culberson County	Texas	"9,702"	"2,277"	"3,813"	1
Dallam County	Texas	"6,069"	"7,057"	"1,505"	5
Dallas County	Texas	"667,414"	"2,480,331"	909	2730
Dawson County	Texas	"3,033"	"13,810"	"1,019"	24
Deaf Smith County	Texas	"10,207"	"19,177"	"1,498"	13
Delta County	Texas	"6,169"	"5,238"	278	19
Denton County	Texas	"272,481"	"728,799"	953	765
DeWitt County	Texas	"15,322"	"20,503"	910	23
Dickens County	Texas	n/a	"2,291"	905	3
Dimmit County	Texas	"15,982"	"10,897"	"1,335"	8
Donley County	Texas	n/a	"3,522"	933	4
Duval County	Texas	"11,310"	"11,640"	"1,796"	6
Eastland County	Texas	"17,981"	"18,245"	932	20
Ector County	Texas	"67,691"	"149,378"	902	166
Edwards County	Texas	"4,560"	"1,884"	"2,120"	1
El Paso County	Texas	"374,794"	"827,718"	"1,015"	816
Ellis County	Texas	"72,232"	"155,976"	952	164
Erath County	Texas	n/a	"39,658"	"1,090"	36
Falls County	Texas	"16,453"	"17,493"	774	23
Fannin County	Texas	"26,320"	"33,659"	899	37
Fayette County	Texas	"21,391"	"24,821"	706	55
Fisher County	Texas	"6,407"	"3,856"	902	4
Floyd County	Texas	"23,813"	"6,230"	993	6
Foard County	Texas	n/a	"1,277"	708	2
Fort Bend County	Texas	"292,248"	"652,365"	885	737
Franklin County	Texas	"26,170"	"10,660"	295	36
Freestone County	Texas	"23,031"	"19,646"	892	22
Frio County	Texas	n/a	"18,065"	"1,134"	16
Gaines County	Texas	"12,770"	"18,921"	"1,503"	13
Galveston County	Texas	"166,918"	"306,782"	874	351
Garza County	Texas	n/a	"6,317"	896	7
Gillespie County	Texas	"27,667"	"25,357"	"1,062"	24
Glasscock County	Texas	"2,438"	"1,251"	901	1
Goliad County	Texas	"9,231"	"7,465"	859	9
Gonzales County	Texas	"19,040"	"20,312"	"1,070"	19
Gray County	Texas	"16,179"	"23,043"	929	25
Grayson County	Texas	"75,078"	"122,353"	979	125
Gregg County	Texas	"56,480"	"123,024"	276	446
Grimes County	Texas	"20,451"	"26,859"	802	34
Guadalupe County	Texas	"72,366"	"143,183"	715	200
Hale County	Texas	"17,145"	"35,764"	"1,005"	36
Hall County	Texas	"76,759"	"3,239"	904	4
Hamilton County	Texas	"10,247"	"8,310"	836	10
Hansford County	Texas	"4,443"	"5,555"	920	6
Hardeman County	Texas	"19,835"	"4,016"	697	6
Hardin County	Texas	"38,430"	"55,417"	898	62
Harris County	Texas	"1,377,525"	"4,336,853"	"1,777"	2440
Harrison County	Texas	"47,970"	"66,886"	916	73
Hartley County	Texas	"5,109"	"6,100"	"1,463"	4
Haskell County	Texas	"8,217"	"5,875"	910	6
Hays County	Texas	"74,279"	"176,026"	680	259
Hemphill County	Texas	n/a	"4,158"	912	5
Henderson County	Texas	"7,709"	"78,675"	948	83
Hidalgo County	Texas	"291,692"	"815,996"	"1,583"	516
Hill County	Texas	n/a	"34,823"	986	35
Hockley County	Texas	"14,217"	"23,530"	909	26
Hood County	Texas	n/a	"52,905"	437	121
Hopkins County	Texas	"28,251"	"35,565"	793	45
Houston County	Texas	"32,469"	"22,911"	"1,237"	19
Howard County	Texas	"20,329"	"36,147"	904	40
Hudspeth County	Texas	n/a	"3,318"	"4,572"	1
Hunt County	Texas	"60,918"	"87,048"	882	99
Hutchinson County	Texas	"10,091"	"21,819"	895	24
Irion County	Texas	n/a	"1,612"	"1,052"	2
Jackson County	Texas	"21,841"	"14,591"	857	17
Jasper County	Texas	"9,992"	"35,649"	970	37
Jeff Davis County	Texas	"7,435"	"2,253"	"2,265"	1
Jefferson County	Texas	"121,582"	"252,358"	"1,113"	227
Jim Hogg County	Texas	n/a	"5,245"	"1,136"	5
Jim Wells County	Texas	"5,581"	"41,680"	868	48
Johnson County	Texas	"78,153"	"154,707"	734	211
Jones County	Texas	"15,475"	"19,859"	937	21
Karnes County	Texas	"11,550"	"15,081"	754	20
Kaufman County	Texas	"59,184"	"108,568"	808	134
Kendall County	Texas	"24,252"	"37,766"	663	57
Kenedy County	Texas	n/a	412	"1,946"	0
Kent County	Texas	n/a	807	903	1
Kerr County	Texas	"36,110"	"49,953"	"1,107"	45
Kimble County	Texas	"8,966"	"4,481"	"1,251"	4
King County	Texas	"276,909"	285	913	0
Kinney County	Texas	"10,259"	"3,586"	"1,365"	3
Kleberg County	Texas	n/a	"32,101"	"1,090"	29
Knox County	Texas	"17,185"	"3,767"	855	4
La Salle County	Texas	"12,582"	"7,369"	"1,494"	5
Lamar County	Texas	"34,505"	"49,426"	933	53
Lamb County	Texas	n/a	"13,775"	"1,018"	14
Lampasas County	Texas	"15,468"	"20,222"	714	28
Lavaca County	Texas	"18,317"	"19,581"	970	20
Lee County	Texas	"14,121"	"16,628"	634	26
Leon County	Texas	"108,648"	"16,742"	"1,081"	15
Liberty County	Texas	"111,686"	"76,907"	"1,176"	65
Limestone County	Texas	"12,736"	"23,326"	933	25
Lipscomb County	Texas	n/a	"3,485"	932	4
Live Oak County	Texas	"14,706"	"11,867"	"1,079"	11
Llano County	Texas	"38,137"	"19,444"	966	20
Loving County	Texas	n/a	95	677	0
Lubbock County	Texas	"114,863"	"289,324"	901	321
Lynn County	Texas	"6,203"	"5,723"	893	6
Madison County	Texas	"9,538"	"13,781"	472	29
Marion County	Texas	"17,439"	"10,235"	420	24
Martin County	Texas	"94,782"	"5,312"	916	6
Mason County	Texas	"11,252"	"4,128"	932	4
Matagorda County	Texas	"36,221"	"36,592"	"1,613"	23
Maverick County	Texas	"25,023"	"55,932"	"1,292"	43
McCulloch County	Texas	"9,295"	"8,330"	"1,073"	8
McLennan County	Texas	"133,326"	"241,481"	"1,060"	228
McMullen County	Texas	"3,953"	764	"1,157"	1
Medina County	Texas	"37,372"	"47,399"	"1,335"	36
Menard County	Texas	"5,024"	"2,148"	902	2
Midland County	Texas	"63,004"	"151,468"	902	168
Milam County	Texas	"19,616"	"24,167"	"1,022"	24
Mills County	Texas	"8,291"	"4,907"	750	7
Mitchell County	Texas	"17,496"	"9,402"	916	10
Montague County	Texas	n/a	"19,503"	938	21
Montgomery County	Texas	"246,172"	"499,137"	"1,077"	464
Moore County	Texas	"10,667"	"22,141"	910	24
Morris County	Texas	"9,350"	"12,834"	259	50
Motley County	Texas	n/a	"1,196"	990	1
n/a County	Texas	n/a	"8,957"		
Nacogdoches County	Texas	"42,616"	"65,330"	981	67
Navarro County	Texas	"39,402"	"48,038"	"1,086"	44
Newton County	Texas	"22,488"	"14,140"	940	15
Nolan County	Texas	"12,659"	"15,037"	914	16
Nueces County	Texas	"141,103"	"352,107"	"1,166"	302
Ochiltree County	Texas	"6,101"	"10,806"	918	12
Oldham County	Texas	"24,619"	"2,102"	"1,501"	1
Orange County	Texas	"45,874"	"82,957"	380	219
Palo Pinto County	Texas	n/a	"27,889"	986	28
Panola County	Texas	"18,250"	"23,870"	821	29
Parker County	Texas	"79,242"	"121,418"	910	133
Parmer County	Texas	"6,251"	"9,965"	885	11
Pecos County	Texas	"14,177"	"15,697"	"4,765"	3
Polk County	Texas	"61,804"	"45,790"	"1,110"	41
Potter County	Texas	"52,306"	"121,661"	922	132
Presidio County	Texas	n/a	"7,201"	"3,856"	2
Rains County	Texas	"11,458"	"11,065"	259	43
Randall County	Texas	"55,981"	"126,474"	922	137
Reagan County	Texas	n/a	"3,601"	"1,176"	3
Real County	Texas	"6,372"	"3,350"	700	5
Red River County	Texas	"12,358"	"12,470"	"1,057"	12
Reeves County	Texas	"16,951"	"13,965"	"2,642"	5
Refugio County	Texas	"11,518"	"7,305"	"7,289"	9
Roberts County	Texas	n/a	831	924	1
Robertson County	Texas	"16,625"	"16,486"	865	19
Rockwall County	Texas	"37,979"	"85,245"	149	573
Runnels County	Texas	"11,571"	"10,309"	"1,057"	10
Rusk County	Texas	"33,936"	"53,622"	938	57
Sabine County	Texas	"31,428"	"10,361"	577	18
San Augustine County	Texas	n/a	"8,769"	592	15
San Jacinto County	Texas	"39,812"	"26,856"	628	43
San Patricio County	Texas	"45,795"	"66,137"	708	93
San Saba County	Texas	"4,037"	"6,012"	"1,138"	5
Schleicher County	Texas	"6,502"	"3,206"	"1,311"	2
Scurry County	Texas	"13,149"	"17,302"	908	19
Shackelford County	Texas	"5,279"	"3,375"	916	4
Shelby County	Texas	"20,285"	"25,792"	835	31
Sherman County	Texas	"6,361"	"3,093"	923	3
Smith County	Texas	"128,252"	"216,080"	950	228
Somervell County	Texas	n/a	"8,658"	192	45
Starr County	Texas	"23,103"	"61,963"	"1,229"	50
Stephens County	Texas	"9,961"	"9,247"	921	10
Sterling County	Texas	"2,168"	"1,219"	924	1
Stonewall County	Texas	n/a	"1,432"	920	2
Sutton County	Texas	"5,660"	"4,006"	"1,454"	3
Swisher County	Texas	"6,408"	"7,763"	901	9
Tarrant County	Texas	"644,169"	"1,911,541"	902	2119
Taylor County	Texas	"76,290"	"134,117"	919	146
Terrell County	Texas	"5,453"	903	"2,358"	0
Terry County	Texas	"8,969"	"12,743"	891	14
Throckmorton County	Texas	"3,738"	"1,600"	915	2
Titus County	Texas	"19,172"	"32,581"	426	77
Tom Green County	Texas	"60,491"	"114,954"	"1,541"	75
Travis County	Texas	"341,621"	"1,120,954"	"1,023"	1096
Trinity County	Texas	"25,868"	"14,393"	714	714
Tyler County	Texas	"29,921"	"21,464"	936	23
Upshur County	Texas	"26,667"	"39,884"	593	67
Upton County	Texas	"8,553"	"3,372"	"1,242"	3
Uvalde County	Texas	"20,935"	"26,926"	"1,559"	17
Val Verde County	Texas	"32,992"	"48,623"	"3,233"	15
Van Zandt County	Texas	"44,430"	"52,481"	860	61
Victoria County	Texas	"44,592"	"90,028"	889	101
Walker County	Texas	"30,994"	"68,817"	802	86
Waller County	Texas	"34,385"	"45,213"	518	87
Ward County	Texas	n/a	"11,244"	836	13
Washington County	Texas	"21,033"	"34,147"	622	55
Webb County	Texas	"82,391"	"262,495"	"3,376"	78
Wharton County	Texas	"29,240"	"41,216"	"1,094"	38
Wheeler County	Texas	"7,266"	"5,751"	915	6
Wichita County	Texas	"56,971"	"132,047"	633	209
Wilbarger County	Texas	n/a	"13,131"	978	13
Willacy County	Texas	"13,511"	"21,921"	784	28
Williamson County	Texas	"178,458"	"471,014"	"1,134"	415
Wilson County	Texas	"25,717"	"45,418"	808	56
Winkler County	Texas	"6,296"	"7,606"	841	9
Wise County	Texas	"35,697"	"60,939"	923	66
Wood County	Texas	"41,215"	"42,306"	696	61
Yoakum County	Texas	"7,039"	"8,184"	800	10
Young County	Texas	"13,343"	"18,341"	931	20
Zapata County	Texas	"9,310"	"14,390"	"1,058"	14
Zavala County	Texas	"9,310"	"12,156"	"1,302"	9
Beaver County	Utah	"8,505"	"6,459"	"2,592"	2
Box Elder County	Utah	"45,533"	"50,794"	"6,729"	8
Cache County	Utah	"48,813"	"116,909"	"1,173"	100
Carbon County	Utah	"23,675"	"20,988"	"1,485"	14
Daggett County	Utah	"3,017"	"1,127"	721	2
Davis County	Utah	"112,363"	"322,094"	634	508
Duchesne County	Utah	"30,979"	"20,308"	"3,256"	6
Emery County	Utah	"13,400"	"10,749"	"4,472"	2
Garfield County	Utah	"16,564"	"5,083"	"5,208"	1
Grand County	Utah	"9,787"	"9,360"	"3,684"	3
Iron County	Utah	"54,541"	"46,780"	"3,301"	14
Juab County	Utah	"15,857"	"10,348"	"3,406"	3
Kane County	Utah	"20,933"	"7,260"	"4,109"	2
Millard County	Utah	"32,394"	"12,662"	"6,828"	2
Morgan County	Utah	"5,667"	"10,173"	611	17
Piute County	Utah	"2,834"	"1,510"	766	2
Rich County	Utah	"10,667"	"2,288"	"1,086"	2
Salt Lake County	Utah	"378,201"	"1,079,721"	807	1337
San Juan County	Utah	"10,521"	"14,973"	"7,933"	2
Sanpete County	Utah	"12,066"	"28,237"	"1,603"	18
Sevier County	Utah	"4,092"	"20,852"	"1,918"	11
Summit County	Utah	"40,042"	"38,486"	"1,882"	20
Tooele County	Utah	"27,921"	"60,762"	"7,286"	8
Uintah County	Utah	"23,159"	"35,555"	"4,501"	8
Utah County	Utah	"210,065"	"551,891"	"2,144"	257
Wasatch County	Utah	"24,056"	"26,437"	"1,206"	22
Washington County	Utah	"94,101"	"147,800"	"2,430"	61
Wayne County	Utah	"4,947"	"2,747"	"2,466"	1
Weber County	Utah	"103,568"	"238,519"	659	362
Addison County	Vermont	"15,325"	"36,791"	808	46
Addison County	Vermont	"15,325"	"36,791"	808	46
Bennington County	Vermont	"23,604"	"36,659"	678	54
Bennington County	Vermont	"23,604"	"36,659"	678	54
Caledonia County	Vermont	"19,396"	"31,157"	658	47
Caledonia County	Vermont	"19,396"	"31,157"	658	47
Chittenden County	Vermont	"53,576"	"159,515"	619	258
Chittenden County	Vermont	"53,576"	"159,515"	619	258
Essex County	Vermont	"5,090"	"6,211"	675	9
Essex County	Vermont	"5,090"	"6,211"	675	9
Franklin County	Vermont	"24,705"	"48,294"	692	70
Franklin County	Vermont	"24,705"	"48,294"	692	70
Grand Isle County	Vermont	"6,991"	"6,987"	195	36
Grand Isle County	Vermont	"6,991"	"6,987"	195	36
Lamoille County	Vermont	"14,411"	"25,067"	464	54
Lamoille County	Vermont	"14,411"	"25,067"	464	54
Orange County	Vermont	"19,702"	"28,915"	692	42
Orange County	Vermont	"19,702"	"28,915"	692	42
Orleans County	Vermont	"20,070"	"27,169"	721	38
Orleans County	Vermont	"20,070"	"27,169"	721	38
Rutland County	Vermont	"31,299"	"60,622"	945	67
Rutland County	Vermont	"31,299"	"60,622"	945	67
Washington County	Vermont	"31,856"	"59,319"	695	85
Washington County	Vermont	"31,856"	"59,319"	695	85
Windham County	Vermont	"34,133"	"43,857"	798	55
Windham County	Vermont	"34,133"	"43,857"	798	55
Windsor County	Vermont	"38,461"	"56,067"	977	57
Windsor County	Vermont	"38,461"	"56,067"	977	57
Accomack County	Virginia	48235	33148	1310	25
Albemarle County	Virginia	43500	103000	726	142
Alleghany County	Virginia	18549	16161	449	36
Amelia County	Virginia	11313	12745	359	36
Amherst County	Virginia	25043	32178	479	67
Appomattox County	Virginia	13469	15255	335	46
Arlington County	Virginia	38448	224906	26	8628
Augusta County	Virginia	41634	73912	971	76
Bath County	Virginia	6619	4616	535	9
Bedford County	Virginia	4326	75773	769	91
Bland County	Virginia	7213	6735	359	19
Botetourt County	Virginia	22498	33002	546	60
Brunswick County	Virginia	22430	16973	569	30
Buchanan County	Virginia	39473	23597	504	47
Buckingham County	Virginia	13319	17136	584	29
"Buena Vista, City of County"	Virginia	19711	6680		
Campbell County	Virginia	36078	55235	507	109
Caroline County	Virginia	24845	29298	537	55
Carroll County	Virginia	34696	29883	478	63
Charles City County	Virginia	5888	7130	204	35
Charlotte County	Virginia	15414	12305	478	26
"Charlottesville, City of County"	Virginia	13538	44349		
"Chesapeake, City of County"	Virginia	87614	230571		
Chesterfield County	Virginia	129684	327745	437	750
Clarke County	Virginia	9354	14348	178	80
"Colonial Heights, City of County"	Virginia	7654	17634		
"Covington, City of County"	Virginia	6607	5818		
Craig County	Virginia	10968	5210	331	16
Culpeper County	Virginia	16684	48506	383	127
Cumberland County	Virginia	9255	9841	300	33
"Danville, City of County"	Virginia	25762	42907		
Dickenson County	Virginia	n/a	15486	334	46
Dinwiddie County	Virginia	19463	27904	507	55
"Emporia, City of County"	Virginia	5450	5588		
Essex County	Virginia	10760	11229	286	39
Fairfax County	Virginia	360855	1130924	406	2784
Fairfax County	Virginia	25220	148892	406	2784
"Fairfax, City of County"	Virginia	360855	23973		
"Falls Church, City of County"	Virginia	3538	13508		
Fauquier County	Virginia	34382	67207	651	103
Floyd County	Virginia	14636	15528	381	41
Fluvanna County	Virginia	16088	25977	290	90
Franklin County	Virginia	47730	56335	712	79
"Franklin, City of County"	Virginia	47730	8638	712	79
Frederick County	Virginia	45426	81319	416	196
"Fredericksburg, City of County"	Virginia	8437	28132		
"Galax, City of County"	Virginia	3768	7035		
Giles County	Virginia	13872	16925	360	47
Gloucester County	Virginia	25418	36834	288	128
Goochland County	Virginia	15841	21626	290	75
Grayson County	Virginia	18072	15161	446	34
Greene County	Virginia	10748	18804	157	120
Greensville County	Virginia	9770	11886	297	40
Halifax County	Virginia	38384	35401	830	43
"Hampton, City of County"	Virginia	51136	136699		
Hanover County	Virginia	47898	101330	474	214
"Harrisonburg, City of County"	Virginia	15206	51395		
Henrico County	Virginia	113828	318611	245	1301
Henry County	Virginia	54981	52617	384	137
Highland County	Virginia	4200	2215	416	5
"Hopewell, City of County"	Virginia	10441	22163		
Isle of Wight County	Virginia	21094	35656	363	98
James City County	Virginia	34695	70516	179	393
King and Queen County	Virginia	7756	7130	326	22
King George County	Virginia	13388	24926	188	133
King William County	Virginia	13530	16097	286	56
Lancaster County	Virginia	15716	11148	231	48
Lee County	Virginia	63317	25185	437	58
"Lexington, City of County"	Virginia	3344	7170		
Loudoun County	Virginia	121181	349679	521	671
Louisa County	Virginia	35030	33945	511	66
Lunenburg County	Virginia	15961	12527	432	29
"Lynchburg, City of County"	Virginia	31536	78014		
Madison County	Virginia	9418	13200	322	41
"Manassas Park, City of County"	Virginia	n/a	16149		
"Manassas, City of County"	Virginia	13046	41705		
"Martinsville, City of County"	Virginia	11476	13755		
Mathews County	Virginia	12644	8897	252	35
Mecklenburg County	Virginia	34213	31426	679	46
Middlesex County	Virginia	14866	10762	211	51
Montgomery County	Virginia	43712	96207	389	247
Nelson County	Virginia	18270	14789	474	31
New Kent County	Virginia	17769	19507	223	87
"Newport News, City of County"	Virginia	54059	182020		
"Norfolk, City of County"	Virginia	68645	246139		
Northampton County	Virginia	16107	12125	795	15
Northumberland County	Virginia	20496	12200	286	43
"Norton, City of County"	Virginia	4175	4017		
Nottoway County	Virginia	16268	15773	316	50
Orange County	Virginia	21753	34689	343	101
Page County	Virginia	25001	23821	314	76
Patrick County	Virginia	23185	18368	486	38
"Petersburg, City of County"	Virginia	15032	32538		
Pittsylvania County	Virginia	60960	62426	978	64
"Poquoson, City of County"	Virginia	5635	12104		
"Portsmouth, City of County"	Virginia	36533	96205		
Powhatan County	Virginia	15124	28259	262	108
Prince Edward County	Virginia	12913	22802	354	64
Prince George County	Virginia	13693	37253	282	132
Prince William County	Virginia	147624	438580	348	1259
Pulaski County	Virginia	27005	34507	330	105
"Radford, City of County"	Virginia	10423	17184		
Rappahannock County	Virginia	n/a	7478	267	28
Richmond County	Virginia	74306	8953	216	41
"Richmond, City of County"	Virginia	74306	214114	216	41
Roanoke County	Virginia	46502	93524	251	372
"Roanoke, City of County"	Virginia	46502	98465	251	372
Rockbridge County	Virginia	28822	22307	601	37
Rockingham County	Virginia	47789	77741	853	91
Russell County	Virginia	33092	28264	477	59
"Salem, City of County"	Virginia	10640	25299		
Scott County	Virginia	21927	22640	539	42
Shenandoah County	Virginia	38387	42684	512	83
Smyth County	Virginia	35961	31652	452	70
Southampton County	Virginia	14950	18128	602	30
Spotsylvania County	Virginia	63773	127348	414	307
Stafford County	Virginia	55922	136788	280	489
"Staunton, City of County"	Virginia	11549	24350		
"Suffolk, City of County"	Virginia	40154	85728		
Surry County	Virginia	6597	6765	310	22
Sussex County	Virginia	10471	11810	493	24
Tazewell County	Virginia	31762	44103	520	85
"Virginia Beach, City of County"	Virginia	134769	448479		
Warren County	Virginia	27854	38699	217	217
Washington County	Virginia	39255	54907	566	97
Washington County	Virginia	13765	17341	566	97
"Waynesboro, City of County"	Virginia	14838	21263		
Westmoreland County	Virginia	27910	17612	253	70
"Williamsburg, City of County"	Virginia	4573	15206		
"Winchester, City of County"	Virginia	9976	27216		
Wise County	Virginia	38123	40589	405	100
Wythe County	Virginia	33422	29344	465	63
York County	Virginia	26681	66269	215	308
Barbour County	West Virginia	"8,649"	"16,770"	343	49
Berkeley County	West Virginia	"53,102"	"108,706"	322	338
Boone County	West Virginia	"8,384"	"24,224"	503	48
Braxton County	West Virginia	"10,182"	"14,502"	516	28
Brooke County	West Virginia	"15,658"	"23,737"	93	256
Cabell County	West Virginia	"49,749"	"97,133"	288	337
Calhoun County	West Virginia	"72,734"	"7,564"	281	27
Clay County	West Virginia	"7,189"	"9,244"	344	27
Doddridge County	West Virginia	"7,931"	"8,344"	320	26
Fayette County	West Virginia	"38,987"	"45,599"	668	68
Gilmer County	West Virginia	"7,635"	"8,672"	340	26
Grant County	West Virginia	"39,157"	"11,759"	480	24
Greenbrier County	West Virginia	"30,548"	"35,644"	"1,025"	35
Hampshire County	West Virginia	"21,515"	"23,445"	645	36
Hancock County	West Virginia	"21,227"	"30,291"	88	344
Hardy County	West Virginia	"14,724"	"13,920"	584	24
Harrison County	West Virginia	"54,008"	"68,972"	417	166
Jackson County	West Virginia	"25,719"	"29,178"	472	62
Jefferson County	West Virginia	"33,759"	"55,073"	212	260
Kanawha County	West Virginia	"113,800"	"191,275"	911	210
Lewis County	West Virginia	"9,658"	"16,452"	390	42
Lincoln County	West Virginia	"17,158"	"21,559"	439	49
Logan County	West Virginia	"20,660"	"35,987"	456	79
Marion County	West Virginia	"39,396"	"56,868"	312	183
Marshall County	West Virginia	"23,689"	"32,459"	312	104
Mason County	West Virginia	"11,252"	"27,126"	445	61
McDowell County	West Virginia	"7,168"	"20,876"	535	39
Mercer County	West Virginia	"12,223"	"61,984"	421	147
Mineral County	West Virginia	"19,151"	"27,704"	329	84
Mingo County	West Virginia	"24,560"	"25,900"	424	61
Monongalia County	West Virginia	"51,130"	"102,274"	366	280
Monroe County	West Virginia	"10,121"	"13,483"	474	28
Morgan County	West Virginia	"15,067"	"17,498"	230	76
Nicholas County	West Virginia	"17,097"	"25,965"	654	40
Ohio County	West Virginia	"25,981"	"43,727"	109	401
Pendleton County	West Virginia	"12,769"	"7,471"	698	11
Pleasants County	West Virginia	"6,508"	"7,577"	135	56
Pocahontas County	West Virginia	"14,339"	"8,669"	942	9
Preston County	West Virginia	"32,399"	"33,859"	651	52
Putnam County	West Virginia	"34,791"	"56,650"	350	162
Raleigh County	West Virginia	"61,833"	"78,833"	609	129
Randolph County	West Virginia	"23,389"	"29,415"	"1,040"	28
Ritchie County	West Virginia	n/a	"10,073"	454	22
Roane County	West Virginia	"34,765"	"14,656"	484	30
Summers County	West Virginia	"13,724"	"13,563"	368	37
Taylor County	West Virginia	"13,358"	"16,973"	176	97
Tucker County	West Virginia	"9,407"	"6,968"	421	17
Tyler County	West Virginia	"8,589"	"8,995"	261	35
Upshur County	West Virginia	"19,727"	"24,665"	355	70
Wayne County	West Virginia	"26,488"	"41,437"	512	81
Webster County	West Virginia	"9,867"	"8,893"	556	16
Wetzel County	West Virginia	"15,825"	"16,204"	361	45
Wirt County	West Virginia	n/a	"5,901"	235	25
Wood County	West Virginia	"57,960"	"86,569"	377	230
Wyoming County	West Virginia	"21,903"	"23,019"	502	46
Adams County	Wisconsin	"39,550"	"20,480"	689	30
Ashland County	Wisconsin	"28,151"	"16,016"	"2,292"	7
Barron County	Wisconsin	"42,106"	"45,676"	890	51
Bayfield County	Wisconsin	"35,362"	"15,156"	"2,042"	7
Brown County	Wisconsin	"102,538"	"254,586"	616	413
Buffalo County	Wisconsin	"23,994"	"13,357"	710	19
Burnett County	Wisconsin	"42,174"	"15,333"	880	17
Calumet County	Wisconsin	"32,764"	"49,617"	397	125
Chippewa County	Wisconsin	"51,039"	"63,132"	"1,041"	61
Clark County	Wisconsin	"35,697"	"34,615"	"1,219"	28
Columbia County	Wisconsin	"43,294"	"56,653"	796	56743
Crawford County	Wisconsin	"23,620"	"16,397"	599	27
Dane County	Wisconsin	"301,560"	"509,939"	"1,238"	412
Dodge County	Wisconsin	"77,577"	"88,344"	907	97
Door County	Wisconsin	"41,085"	"27,896"	"2,370"	12
Douglas County	Wisconsin	"47,562"	"43,887"	"1,480"	30
Dunn County	Wisconsin	"35,563"	"44,122"	864	51
Eau Claire County	Wisconsin	"49,060"	"101,438"	645	157
Florence County	Wisconsin	"11,742"	"4,520"	498	9
Fond du Lac County	Wisconsin	"62,186"	"101,798"	766	133
Forest County	Wisconsin	"20,778"	"9,126"	"1,046"	9
Grant County	Wisconsin	"47,810"	"51,069"	"1,183"	43
Green County	Wisconsin	"26,913"	"37,090"	584	63
Green Lake County	Wisconsin	"19,283"	"18,959"	380	50
Iowa County	Wisconsin	"30,877"	"23,749"	768	31
Iron County	Wisconsin	"17,889"	"5,886"	919	6
Jackson County	Wisconsin	"26,865"	"20,644"	"1,000"	21
Jefferson County	Wisconsin	"43,866"	"84,509"	583	145
Juneau County	Wisconsin	"31,094"	"26,547"	804	33
Kenosha County	Wisconsin	"68,722"	"167,757"	754	222
Kewaunee County	Wisconsin	"16,454"	"20,505"	"1,084"	19
La Crosse County	Wisconsin	"59,264"	"116,713"	480	243
Lafayette County	Wisconsin	"22,151"	"16,766"	635	26
Langlade County	Wisconsin	"42,087"	"19,575"	888	22
