County	State	Total Comps	For Sale Comps (All)	Sold Comps (All)	Sold Comps (6m)	Sold Comps (3m)	Listed Comps (12m)	Listed Comps (6m)	Listed Comps (3m)	Sold-For Sale Ratio	Sold-Listed Ratio (12m)	Sold-Listed Ratio (6m)	Sold-Listed Ratio (3m)	Parcels on Market Ratio	Total DataTree Parcels	Total Out of State Owner Parcels	Total Out of County Owner Parcels	Out of State to Total Ratio	Out of County to Total Ratio	Coefficient of Variation	Coefficient of Variation (6m)	Coefficient of Variation (3m)	Days on Market	MoM Price Change %	Economic Rank	Economic Score	Population	Population Change (2010-2019)	Population Change %	Population-Sq Mile
Washington County	Iowa	626	516	110	44	18	242	150	133	0.21	0.45	0.29	0.14	0.046	11252	600	2934	0.053	0.261	0.33	0.28	0.28	143.4	-16.3	3006	-1.95	21965	277	1.3	38.5
Wayne County	Iowa	299	217	82	11	2	27	25	17	0.38	3.04	0.44	0.12	0.022	10019	1900	4417	0.19	0.441	0.38	0.37	0.37	60.6	2.95	2469	-1.01	6441	22	0.3	12.2
Webster County	Iowa	227	218	9	3	2	35	29	5	0.04	0.26	0.1	0.4	0.014	15065	2194	5946	0.146	0.395	0.21	0.18	0.18	497.7	-3.45	2974	-1.84	35904	-1975	-5.5	50
Winnebago County	Iowa	64	51	13	6	3	9	9	1	0.25	1.44	0.67	3	0.007	7094	1287	2855	0.181	0.402	0.15	0.15	0.14	99	42.75	3058	-2.17	10354	-492	-4.8	25.8
Winneshiek County	Iowa	212	130	82	27	18	90	58	44	0.63	0.91	0.47	0.41	0.011	12062	776	2951	0.064	0.245	0.25	0.27	0.26	81.9	-14.09	3108	-2.59	19991	-1085	-5.4	29
Woodbury County	Iowa	443	407	36	6	5	125	51	30	0.09	0.29	0.12	0.17	0.024	17219	2487	5061	0.144	0.294	0.35	0.32	0.32	508.4	-0.65	2246	-0.75	103107	719	0.7	117.5
Worth County	Iowa	57	43	14	1	1	5	3	0	0.33	2.8	0.33	1	0.006	7687	1135	3196	0.148	0.416	0.17	0.15	0.15	168.5	-5.12	3008	-1.95	7381	-202	-2.7	18.4
Wright County	Iowa	137	119	18	6	3	31	29	9	0.15	0.58	0.21	0.33	0.01	11929	1805	5290	0.151	0.443	0.22	0.18	0.18	157	0.16	3074	-2.21	12562	-623	-5	21.6
Allen County	Kansas	281	240	41	2	2	38	34	31	0.17	1.08	0.06	0.06	0.061	3919	416	1145	0.106	0.292	0.43	0.41	0.41	56.2	5.29	2321	-0.83	12369	-994	-8	24.5
Anderson County	Kansas	450	355	95	10	4	34	20	10	0.27	2.79	0.5	0.4	0.108	3280	314	1208	0.096	0.368	0.48	0.44	0.44	106.9	2.58	2743	-1.39	7858	-245	-3.1	13.4
Atchison County	Kansas	101	89	12	0	0	7	4	4	0.13	1.71	0	0	0.031	2867	263	1066	0.092	0.372	0.28	0.28	0.28	102	-13.65	1793	-0.31	16073	-782	-4.9	36.9
Barber County	Kansas	102	88	14	0	0	1	0	0	0.16	14	0	0	0.024	3671	889	1764	0.242	0.481	0.14	0.12	0.12	291	-3.94	1985	-0.48	4427	-425	-9.6	3.9
Barton County	Kansas	175	173	2	0	0	100	91	89	0.01	0.02	0	0	0.036	4796	568	1357	0.118	0.283	0.22	0.23	0.23	79.2	5.4	2110	-0.6	25779	-1896	-7.4	28.6
Bourbon County	Kansas	515	414	101	15	8	50	30	22	0.24	2.02	0.5	0.36	0.084	4939	803	2106	0.163	0.426	0.44	0.43	0.43	326.5	-1.57	2608	-1.19	14534	-601	-4.1	22.8
Brown County	Kansas	70	49	21	2	0	11	7	3	0.43	1.91	0.29	0	0.013	3706	476	1182	0.128	0.319	0.17	0.13	0.13	129	0.78	2673	-1.29	9564	-404	-4.2	16.7
Butler County	Kansas	734	664	70	0	0	95	68	42	0.11	0.74	0	0	0.086	7705	703	3268	0.091	0.424	0.45	0.4	0.4	504.5	3.3	1060	0.32	66911	1010	1.5	46.3
Chase County	Kansas	30	24	6	0	0	2	0	0	0.25	3	0	0	0.009	2581	558	1521	0.216	0.589	0.05	0.05	0.05	215		1963	-0.46	2648	-136	-5.1	3.4
Chautauqua County	Kansas	402	265	137	0	0	27	27	25	0.52	5.07	0	0	0.092	2891	958	1689	0.331	0.584	0.33	0.29	0.29	96.1	-0.6	1438	-0.03	3250	-399	-12.3	5
Cherokee County	Kansas	495	491	4	1	1	76	40	34	0.01	0.05	0.03	0.03	0.083	5899	1090	1961	0.185	0.332	0.45	0.45	0.45	159.8	0.86	1996	-0.48	19939	-1587	-8	33.7
Cheyenne County	Kansas	77	61	16	0	0	2	1	0	0.26	8	0	0	0.02	3001	943	1442	0.314	0.481	0.11	0.11	0.11	184.5	0	1176	0.2	2657	-57	-2.1	2.6
Clark County	Kansas	22	18	4	0	0	0	0	0	0.22	4	0	0	0.007	2466	594	1320	0.241	0.535	0.02	0.02	0.02			998	0.37	1994	-205	-10.3	2
Clay County	Kansas	95	78	17	4	1	51	17	9	0.22	0.33	0.24	0.11	0.025	3120	287	1105	0.092	0.354	0.1	0.09	0.09	320.2	12.36	1978	-0.47	8002	-546	-6.8	12.2
Cloud County	Kansas	39	39	0	0	0	4	4	2	0	0	0	0	0.01	3923	385	1384	0.098	0.353	0.08	0.08	0.08	78	0	2109	-0.6	8786	-733	-8.3	12.2
Coffey County	Kansas	266	197	69	0	0	6	6	2	0.35	11.5	0	0	0.058	3373	358	1143	0.106	0.339	1.2	1.02	1.02	100	-4.76	2106	-0.59	8179	-406	-5	12.5
Comanche County	Kansas	64	48	16	0	0	0	0	0	0.33	16	0	0	0.022	2165	711	1047	0.328	0.484	0.1	0.06	0.06		0	2157	-0.65	1700	-186	-10.9	2.2
Cowley County	Kansas	338	330	8	0	0	37	32	19	0.02	0.22	0	0	0.062	5322	760	1680	0.143	0.316	0.26	0.26	0.26	339.1	2.95	2323	-0.83	34908	-1404	-4	30.8
Crawford County	Kansas	352	342	10	1	1	21	18	13	0.03	0.48	0.06	0.08	0.052	6515	847	1702	0.13	0.261	0.45	0.44	0.44	85	1.05	1847	-0.36	38818	-354	-0.9	65.2
Decatur County	Kansas	9	8	1	0	0	0	0	0	0.12	1	0	0	0.003	2807	527	1115	0.188	0.397	0	0	0			1840	-0.35	2827	-130	-4.6	3.2
Dickinson County	Kansas	108	102	6	0	0	45	38	31	0.06	0.13	0	0	0.022	4701	447	1633	0.095	0.347	0.25	0.25	0.25	149.8	-4.43	2016	-0.51	18466	-1307	-7.1	21.7
Doniphan County	Kansas	75	65	10	0	0	2	2	1	0.15	5	0	0	0.016	4005	572	1237	0.143	0.309	0.2	0.15	0.15	633.6	12.46	2443	-0.98	7600	-360	-4.7	19.1
Douglas County	Kansas	744	602	142	10	3	137	87	52	0.24	1.04	0.11	0.06	0.126	4791	405	1172	0.085	0.245	0.62	0.6	0.6	142.1	0.34	1015	0.36	122259	11061	9	257.7
Edwards County	Kansas	61	59	2	0	0	20	19	19	0.03	0.1	0	0	0.023	2560	358	1133	0.14	0.443	0.05	0.04	0.04	22.2	-11.05	2955	-1.76	2798	-256	-9.1	4.5
Elk County	Kansas	145	101	44	1	0	4	4	3	0.44	11	0.25	0	0.046	2201	342	1211	0.155	0.55	0.22	0.18	0.18	53	-4.65	1171	0.21	2530	-337	-13.3	3.9
Ellis County	Kansas	222	220	2	0	0	16	14	9	0.01	0.12	0	0	0.056	3907	393	984	0.101	0.252	0.39	0.39	0.39	273.4	4.07	2625	-1.22	28553	129	0.5	31.7
Ellsworth County	Kansas	57	51	6	0	0	9	9	9	0.12	0.67	0	0	0.019	2743	300	1114	0.109	0.406	0.14	0.12	0.12	20	8	1441	-0.03	6102	-411	-6.7	8.4
Finney County	Kansas	337	333	4	0	0	59	44	36	0.01	0.07	0	0	0.093	3596	600	1416	0.167	0.394	0.37	0.36	0.36	555.5	7.05	1629	-0.17	36467	-485	-1.3	28
Ford County	Kansas	45	41	4	0	0	4	4	2	0.1	1	0	0	0.009	4666	570	1399	0.122	0.3	0.14	0.12	0.12	482	8.23	1838	-0.35	33619	-389	-1.2	30.6
Franklin County	Kansas	1205	919	286	25	12	160	84	64	0.31	1.79	0.3	0.19	0.239	3846	246	1307	0.064	0.34	0.72	0.7	0.69	189.9	0.94	2603	-1.18	25544	-441	-1.7	44.3
Geary County	Kansas	148	141	7	0	0	48	35	28	0.05	0.15	0	0	0.041	3465	236	973	0.068	0.281	0.23	0.2	0.2	196.2	4.16	1044	0.33	31670	-3573	-11.3	78.3
Gove County	Kansas	28	27	1	0	0	0	0	0	0.04	1	0	0	0.01	2809	364	1295	0.13	0.461	0.1	0.1	0.1		0	2161	-0.65	2636	-56	-2.1	2.5
Graham County	Kansas	78	69	9	0	0	1	1	0	0.13	9	0	0	0.021	3311	650	1781	0.196	0.538	0.16	0.15	0.15	176	-1.17	2009	-0.5	2482	-120	-4.8	2.8
Grant County	Kansas	59	41	18	0	0	8	7	1	0.44	2.25	0	0	0.014	2839	724	1543	0.255	0.544	0.1	0.08	0.08	119.8	3.6	1879	-0.39	7150	-675	-9.4	12.4
Gray County	Kansas	31	20	11	0	0	4	1	0	0.55	2.75	0	0	0.005	3813	617	1676	0.162	0.44	0.08	0.04	0.04	338	0	1343	0.06	5988	-38	-0.6	6.9
Greeley County	Kansas	10	6	4	0	0	2	2	2	0.67	2	0	0	0.002	2591	725	1403	0.28	0.541	0	0	0	72.5		2349	-0.87	1232	-27	-2.2	1.6
Greenwood County	Kansas	215	150	65	0	0	8	6	3	0.43	8.12	0	0	0.032	4676	628	2399	0.134	0.513	0.33	0.27	0.27	125.6	33.49	850	0.55	5982	-698	-11.7	5.2
Hamilton County	Kansas	41	32	9	0	0	1	1	1	0.28	9	0	0	0.011	3041	731	1521	0.24	0.5	0.03	0.03	0.03	9	31.99	1560	-0.12	2539	-168	-6.6	2.5
Harper County	Kansas	161	145	16	0	0	25	24	24	0.11	0.64	0	0	0.042	3456	813	1605	0.235	0.464	0.15	0.13	0.13	44.5	-4.55	2125	-0.61	5436	-572	-10.5	6.8
Harvey County	Kansas	276	265	11	0	0	72	41	34	0.04	0.15	0	0	0.053	4978	337	1391	0.068	0.279	0.41	0.41	0.41	364.8	-0.86	2338	-0.85	34429	-311	-0.9	63.7
Haskell County	Kansas	36	35	1	0	0	22	18	18	0.03	0.05	0	0	0.013	2619	551	1387	0.21	0.53	0.05	0.05	0.05	98.7	0	1199	0.18	3968	-305	-7.7	6.9
Hodgeman County	Kansas	21	18	3	0	0	0	0	0	0.17	3	0	0	0.007	2472	323	1183	0.131	0.479	0.04	0.04	0.04			1818	-0.33	1794	-126	-7	2.1
Jackson County	Kansas	504	351	153	51	23	173	99	57	0.44	0.88	0.52	0.4	0.089	3946	171	1191	0.043	0.302	0.47	0.43	0.42	193.5	-1.82	2774	-1.44	13171	-291	-2.2	20
Jefferson County	Kansas	465	383	82	2	2	70	43	26	0.21	1.17	0.05	0.08	0.057	6768	889	2377	0.131	0.351	0.41	0.33	0.33	173.6	-4.33	2044	-0.53	19043	-78	-0.4	34.2
Jewell County	Kansas	30	14	16	0	0	0	0	0	1.14	16	0	0	0.003	4552	882	2172	0.194	0.477	0.07	0.02	0.02		13.63	706	0.73	2879	-184	-6.4	3.1
Johnson County	Kansas	1560	1355	205	36	11	236	128	84	0.15	0.87	0.28	0.13	0.346	3918	462	776	0.118	0.198	0.66	0.65	0.65	357.9	1.8	2410	-0.94	602401	56746	9.4	1254.6
Kearny County	Kansas	36	29	7	0	0	2	2	2	0.24	3.5	0	0	0.011	2585	486	1236	0.188	0.478	0.08	0.07	0.07	647.8	0	1364	0.04	3838	-164	-4.3	4.4
Kingman County	Kansas	177	162	15	0	0	41	40	39	0.09	0.37	0	0	0.045	3569	423	1546	0.119	0.433	0.21	0.21	0.21	113.3	1.26	1851	-0.36	7152	-705	-9.9	8.3
Kiowa County	Kansas	36	34	2	0	0	5	5	5	0.06	0.4	0	0	0.014	2440	454	1261	0.186	0.517	0.06	0.07	0.07	12.6		2546	-1.1	2475	-94	-3.8	3.4
Labette County	Kansas	243	216	27	1	1	32	23	14	0.12	0.84	0.04	0.07	0.047	4597	597	1073	0.13	0.233	0.38	0.35	0.35	290.4	8.45	1667	-0.21	19618	-1919	-9.8	30
Lane County	Kansas	19	18	1	0	0	3	3	2	0.06	0.33	0	0	0.008	2147	337	1069	0.157	0.498	0.06	0.04	0.04	52.7		1635	-0.18	1535	-201	-13.1	2.1
Leavenworth County	Kansas	1141	1051	90	35	12	146	77	43	0.09	0.62	0.45	0.28	0.155	6769	317	1023	0.047	0.151	0.58	0.58	0.58	276.2	2.85	1575	-0.13	81758	5238	6.4	174.6
Lincoln County	Kansas	76	68	8	0	0	8	6	3	0.12	1	0	0	0.024	2848	389	1264	0.137	0.444	0.19	0.19	0.19	99.8	-3.21	1990	-0.48	2962	-282	-9.5	4.1
Linn County	Kansas	1235	902	333	23	11	121	56	28	0.37	2.75	0.41	0.39	0.079	11358	2679	7705	0.236	0.678	0.5	0.47	0.47	134.3	-0.57	2305	-0.81	9703	77	0.8	16
Logan County	Kansas	16	13	3	0	0	0	0	0	0.23	3	0	0	0.005	2572	531	1515	0.206	0.589	0.03	0.02	0.02			2289	-0.8	2794	20	0.7	2.6
Lyon County	Kansas	224	213	11	0	0	28	18	16	0.05	0.39	0	0	0.047	4503	381	1125	0.085	0.25	0.51	0.51	0.51	326.9	14.56	1397	0	33195	-453	-1.4	38.8
Marion County	Kansas	121	114	7	0	0	42	41	40	0.06	0.17	0	0	0.02	5749	419	1873	0.073	0.326	0.32	0.34	0.34	35.2	-13.69	1739	-0.26	11884	-787	-6.6	12.5
Marshall County	Kansas	31	24	7	0	0	1	1	1	0.29	7	0	0	0.006	4328	555	1268	0.128	0.293	0.07	0.05	0.05	320	14.94	2210	-0.7	9707	-404	-4.2	10.7
McPherson County	Kansas	162	150	12	0	0	34	18	15	0.08	0.35	0	0	0.027	5601	628	1979	0.112	0.353	0.22	0.2	0.2	270.2	13.03	2420	-0.96	28542	-586	-2.1	31.7
Meade County	Kansas	20	13	7	0	0	0	0	0	0.54	7	0	0	0.004	3086	524	1161	0.17	0.376	0.04	0.03	0.03			1095	0.29	4033	-563	-14	4.1
Miami County	Kansas	2403	2088	315	30	16	183	120	41	0.15	1.72	0.25	0.39	0.468	4457	440	2012	0.099	0.451	0.62	0.6	0.6	164.3	1.02	1920	-0.42	34237	1355	4	58
Mitchell County	Kansas	22	16	6	0	0	0	0	0	0.38	6	0	0	0.004	3635	442	1358	0.122	0.374	0.08	0.06	0.06		0	1062	0.31	5979	-357	-6	8.3
Montgomery County	Kansas	653	546	107	0	0	56	50	39	0.2	1.91	0	0	0.09	6068	1128	1748	0.186	0.288	0.37	0.38	0.38	98.6	-3.89	1935	-0.44	31829	-3520	-11.1	48.9
Morris County	Kansas	39	36	3	0	0	4	4	4	0.08	0.75	0	0	0.013	2765	319	957	0.115	0.346	0.15	0.11	0.11	14.5	1.6	1572	-0.13	5620	-298	-5.3	8
Morton County	Kansas	34	25	9	0	0	0	0	0	0.36	9	0	0	0.008	3035	902	1764	0.297	0.581	0.06	0.06	0.06		-2.22	2274	-0.78	2587	-653	-25.2	3.5
Nemaha County	Kansas	30	20	10	0	0	2	2	2	0.5	5	0	0	0.005	3664	221	821	0.06	0.224	0.04	0.03	0.03	20	0	3029	-2.07	10231	72	0.7	14.2
Neosho County	Kansas	142	132	10	0	0	14	7	4	0.08	0.71	0	0	0.033	3986	339	988	0.085	0.248	0.34	0.33	0.33	141.2	1.75	1811	-0.33	16007	-468	-2.9	27.7
Ness County	Kansas	47	47	0	0	0	1	1	1	0	0	0	0	0.012	3768	571	1650	0.152	0.438	0.1	0.1	0.1	66	0.93	2255	-0.75	2750	-354	-12.9	2.6
Norton County	Kansas	26	19	7	0	0	0	0	0	0.37	7	0	0	0.006	3018	467	1234	0.155	0.409	0.13	0.06	0.06		0	470	1.22	5361	-303	-5.7	6.1
Osage County	Kansas	637	554	83	6	1	112	63	58	0.15	0.74	0.1	0.02	0.116	4757	299	1561	0.063	0.328	1.16	0.66	0.65	187	11.03	1967	-0.46	15949	-325	-2	22.2
Osborne County	Kansas	45	31	14	0	0	1	1	0	0.45	14	0	0	0.008	3773	398	1642	0.105	0.435	0.05	0.03	0.03	141	0	1770	-0.29	3421	-429	-12.5	3.8
Ottawa County	Kansas	155	140	15	0	0	1	1	1	0.11	15	0	0	0.039	3580	425	1551	0.119	0.433	0.18	0.17	0.17	32	-0.1	2386	-0.91	5704	-392	-6.9	7.9
Pawnee County	Kansas	86	81	5	0	0	25	25	5	0.06	0.2	0	0	0.026	3086	474	1489	0.154	0.483	0.11	0.1	0.1	98.9	0	2515	-1.06	6414	-566	-8.8	8.5
Phillips County	Kansas	55	49	6	0	0	1	1	1	0.12	6	0	0	0.013	3864	591	1153	0.153	0.298	0.12	0.11	0.11	3	9.5	1018	0.36	5234	-398	-7.6	5.8
Pottawatomie County	Kansas	189	181	8	0	0	99	95	92	0.04	0.08	0	0	0.032	5724	419	1781	0.073	0.311	0.24	0.18	0.18	25.1	11.65	1159	0.22	24383	2656	10.9	28.3
Pratt County	Kansas	79	74	5	0	0	7	3	2	0.07	0.71	0	0	0.022	3337	507	1427	0.152	0.428	0.31	0.29	0.29	210.2	17.94	2032	-0.52	9164	-477	-5.2	12.5
Rawlins County	Kansas	19	14	5	0	0	1	0	0	0.36	5	0	0	0.005	3106	564	1137	0.182	0.366	0.04	0.02	0.02	214		2189	-0.68	2530	34	1.3	2.4
Reno County	Kansas	547	480	67	0	0	60	29	21	0.14	1.12	0	0	0.058	8237	874	2446	0.106	0.297	0.46	0.41	0.41	511.1	-1.23	1495	-0.07	61998	-2554	-4.1	48.8
Republic County	Kansas	13	11	2	0	0	0	0	0	0.18	2	0	0	0.003	3902	816	1629	0.209	0.417	0.06	0.06	0.06		0	2320	-0.83	4636	-302	-6.5	6.4
Rice County	Kansas	151	141	10	0	0	28	22	22	0.07	0.36	0	0	0.034	4154	726	1980	0.175	0.477	0.19	0.19	0.19	210.5	2.31	2325	-0.84	9537	-578	-6.1	13.1
Riley County	Kansas	227	221	6	0	0	136	85	51	0.03	0.04	0	0	0.043	5195	1113	2044	0.214	0.393	0.26	0.23	0.23	215.4	23.07	1314	0.07	74232	2681	3.6	119.3
Rooks County	Kansas	107	104	3	0	0	1	1	0	0.03	3	0	0	0.031	3407	580	1463	0.17	0.429	0.21	0.2	0.2	177	0.45	1882	-0.39	4920	-275	-5.6	5.5
Rush County	Kansas	81	77	4	0	0	7	7	7	0.05	0.57	0	0	0.025	3059	534	1683	0.175	0.55	0.08	0.08	0.08	22.1	-5.52	2697	-1.32	3036	-278	-9.2	4.2
Russell County	Kansas	189	178	11	0	0	44	17	16	0.06	0.25	0	0	0.054	3275	411	1481	0.125	0.452	0.37	0.34	0.34	238.7	3.27	1100	0.28	6856	-145	-2.1	7.6
Saline County	Kansas	391	368	23	0	0	40	23	21	0.06	0.57	0	0	0.112	3289	297	855	0.09	0.26	0.41	0.41	0.41	183.6	-0.73	1883	-0.39	54224	-1556	-2.9	75.2
Scott County	Kansas	15	12	3	0	0	2	2	0	0.25	1.5	0	0	0.005	2500	412	1006	0.165	0.402	0.06	0	0	131		2078	-0.56	4823	-136	-2.8	6.7
Sedgwick County	Kansas	2199	2172	27	0	0	776	404	212	0.01	0.03	0	0	0.104	20923	955	2265	0.046	0.108	0.69	0.67	0.67	289.3	4.86	2200	-0.69	516042	16914	3.3	511.2
Seward County	Kansas	138	136	2	0	0	23	11	11	0.01	0.09	0	0	0.047	2891	516	1195	0.178	0.413	0.15	0.14	0.14	382.2	3.67	1272	0.11	21428	-1542	-7.2	33.5
Shawnee County	Kansas	959	931	28	2	1	152	108	79	0.03	0.18	0.02	0.01	0.178	5232	239	661	0.046	0.126	0.54	0.54	0.54	238.5	0.55	2300	-0.81	176875	-1485	-0.8	317.9
Sheridan County	Kansas	12	10	2	0	0	1	1	1	0.2	2	0	0	0.004	2535	317	1113	0.125	0.439	0.03	0.03	0.03	17		2124	-0.61	2521	-9	-0.4	2.8
Sherman County	Kansas	74	64	10	0	0	11	9	8	0.16	0.91	0	0	0.02	3138	805	1410	0.257	0.449	0.17	0.16	0.16	105	-10.75	2028	-0.52	5917	-101	-1.7	5.6
Smith County	Kansas	52	32	20	0	0	1	1	1	0.62	20	0	0	0.008	4015	612	1430	0.152	0.356	0.2	0.12	0.12	20	-0.16	1853	-0.36	3583	-277	-7.7	4
Stafford County	Kansas	129	111	18	0	0	8	8	5	0.16	2.25	0	0	0.034	3249	467	1570	0.144	0.483	0.22	0.2	0.2	79.1	3.02	2307	-0.81	4156	-273	-6.6	5.2
Stanton County	Kansas	24	23	1	0	0	18	18	18	0.04	0.06	0	0	0.007	3082	547	1400	0.177	0.454	0	0	0	58.7		2164	-0.66	2006	-240	-12	2.9
Stevens County	Kansas	30	22	8	0	0	6	6	2	0.36	1.33	0	0	0.006	3588	733	1553	0.204	0.433	0.07	0.04	0.04	95	-3.55	2062	-0.55	5485	-267	-4.9	7.5
Sumner County	Kansas	381	356	25	0	0	32	17	15	0.07	0.78	0	0	0.053	6756	1119	2699	0.166	0.399	0.42	0.36	0.36	225.5	8.18	2064	-0.55	22836	-1282	-5.6	19.3
Thomas County	Kansas	24	23	1	0	0	1	0	0	0.04	1	0	0	0.006	3601	632	1410	0.176	0.392	0.2	0.18	0.18	234	0	2247	-0.75	7777	-153	-2	7.2
Trego County	Kansas	55	53	2	0	0	2	2	2	0.04	1	0	0	0.019	2811	412	1353	0.147	0.481	0.11	0.11	0.11	30.5	0	743	0.68	2803	-203	-7.2	3.1
Wabaunsee County	Kansas	166	153	13	0	0	56	20	17	0.08	0.23	0	0	0.045	3432	317	1673	0.092	0.487	0.35	0.34	0.34	140.6	-6.38	901	0.49	6931	-118	-1.7	8.7
Wallace County	Kansas	21	19	2	0	0	0	0	0	0.11	2	0	0	0.01	1931	557	1010	0.288	0.523	0.07	0.07	0.07			2183	-0.67	1518	38	2.5	1.7
Washington County	Kansas	46	40	6	0	0	0	0	0	0.15	6	0	0	0.009	4321	574	1354	0.133	0.313	0.11	0.09	0.09		2.05	2830	-1.52	5406	-379	-7	6
Wichita County	Kansas	25	24	1	0	0	20	20	20	0.04	0.05	0	0	0.011	2098	406	1048	0.194	0.5	0.01	0.01	0.01	26.8		2487	-1.03	2119	-120	-5.7	2.9
Wilson County	Kansas	331	286	45	0	0	60	41	37	0.16	0.75	0	0	0.065	4423	559	1588	0.126	0.359	0.3	0.29	0.29	117.8	-2.49	2580	-1.14	8525	-864	-10.1	14.8
Woodson County	Kansas	168	136	32	0	0	10	10	5	0.24	3.2	0	0	0.054	2501	330	1389	0.132	0.555	0.21	0.19	0.19	154.2	27.17	1829	-0.34	3138	-170	-5.4	6.2
Wyandotte County	Kansas	640	620	20	0	0	92	53	26	0.03	0.22	0	0	0.752	824	72	222	0.087	0.269	0.57	0.56	0.56	398.3	3.74	1982	-0.47	165429	7796	4.7	1062.6
Adair County	Kentucky	909	662	247	35	22	133	97	59	0.37	1.86	0.36	0.37	0.272	2433	287	750	0.118	0.308	0.69	0.69	0.69	99.8	-2.96	1450	-0.03	19202	445	2.3	46.6
Allen County	Kentucky	535	415	120	36	16	180	91	63	0.29	0.67	0.4	0.25	0.272	1525	286	528	0.188	0.346	0.62	0.58	0.57	170.9	4.61	2287	-0.79	21315	1278	6	60.5
Anderson County	Kentucky	643	470	173	36	23	105	44	31	0.37	1.65	0.82	0.74	0.574	819	27	242	0.033	0.295	0.55	0.52	0.52	476.9	1.58	1552	-0.12	22747	1277	5.6	111.4
Ballard County	Kentucky	107	78	29	2	2	16	11	10	0.37	1.81	0.18	0.2	0.048	1633	151	571	0.092	0.35	0.19	0.18	0.18	99.4	7.87	1976	-0.47	7888	-372	-4.7	28.8
Barren County	Kentucky	761	568	193	59	34	230	110	76	0.34	0.84	0.54	0.45	0.274	2072	148	489	0.071	0.236	0.55	0.54	0.54	146.4	-1.71	2612	-1.2	44249	2133	4.8	88.5
Bath County	Kentucky	244	184	60	9	2	25	22	15	0.33	2.4	0.41	0.13	0.136	1354	106	425	0.078	0.314	0.37	0.38	0.38	61.6	-0.65	1640	-0.18	12500	882	7.1	44
Bell County	Kentucky	146	132	14	5	5	62	46	40	0.11	0.23	0.11	0.12	0.164	807	231	328	0.286	0.406	0.18	0.19	0.19	166.1	14.19	1084	0.29	26032	-2677	-10.3	72
Boone County	Kentucky	274	227	47	26	13	54	25	15	0.21	0.87	1.04	0.87	0.056	4019	338	1125	0.084	0.28	0.49	0.5	0.5	179.6	-3.02	1124	0.26	133581	14208	10.6	519.9
Bourbon County	Kentucky	320	269	51	16	12	39	30	19	0.19	1.31	0.53	0.63	0.249	1081	163	479	0.151	0.443	0.44	0.43	0.43	317.4	-0.89	2953	-1.75	19788	-177	-0.9	67.8
Boyd County	Kentucky	198	166	32	17	11	125	70	26	0.19	0.26	0.24	0.42	0.313	531	57	105	0.107	0.198	0.22	0.21	0.2	255.4	-5.89	1331	0.07	46718	-2884	-6.2	288.7
Boyle County	Kentucky	276	199	77	25	6	54	41	17	0.39	1.43	0.61	0.35	0.116	1721	116	396	0.067	0.23	0.52	0.52	0.52	165.6	4.17	1685	-0.22	30060	1386	4.6	164.3
Bracken County	Kentucky	176	146	30	12	7	13	10	7	0.21	2.31	1.2	1	0.059	2470	319	896	0.129	0.363	0.24	0.23	0.23	200.4	22.48	1427	-0.02	8303	-210	-2.5	39.7
Breathitt County	Kentucky	171	152	19	7	2	27	17	14	0.12	0.7	0.41	0.14	0.077	1966	549	1175	0.279	0.598	0.53	0.51	0.51	119.8	-2.63	2653	-1.25	12630	-1227	-9.7	25.5
Breckinridge County	Kentucky	376	310	66	25	13	137	107	91	0.21	0.48	0.23	0.14	0.093	3340	203	1217	0.061	0.364	0.37	0.34	0.35	144	-2.13	1116	0.27	20477	434	2.1	35
Bullitt County	Kentucky	522	397	125	36	20	230	150	66	0.31	0.54	0.24	0.3	0.445	893	42	278	0.047	0.311	0.26	0.26	0.26	267.8	4.6	2160	-0.65	81676	7176	8.8	272.1
Butler County	Kentucky	356	276	80	11	4	57	12	11	0.29	1.4	0.92	0.36	0.141	1952	212	691	0.109	0.354	0.58	0.59	0.59	184.8	-4.2	1562	-0.13	12879	144	1.1	29.8
Caldwell County	Kentucky	243	191	52	14	9	45	35	28	0.27	1.16	0.4	0.32	0.136	1401	245	531	0.175	0.379	0.41	0.41	0.41	108.2	-12.55	1816	-0.33	12747	-263	-2.1	36.6
Calloway County	Kentucky	986	767	219	96	40	370	188	119	0.29	0.59	0.51	0.34	0.176	4356	413	693	0.095	0.159	0.45	0.44	0.44	320.6	-0.15	1594	-0.15	39001	1653	4.2	94.9
Campbell County	Kentucky	241	196	45	11	7	89	65	36	0.23	0.51	0.17	0.19	0.046	4279	288	746	0.067	0.174	0.26	0.23	0.23	186.2	6.94	1150	0.23	93584	2961	3.2	587
Carlisle County	Kentucky	43	35	8	6	6	7	4	2	0.23	1.14	1.5	3	0.037	956	96	315	0.1	0.329	0.12	0.12	0.12	153	2.69	2206	-0.7	4760	-323	-6.8	23.9
Carroll County	Kentucky	126	123	3	1	0	54	50	40	0.02	0.06	0.02	0	0.1	1227	160	516	0.13	0.421	0.28	0.28	0.28	89	0.46	1276	0.11	10631	-175	-1.6	77.4
Carter County	Kentucky	307	238	69	16	7	166	121	101	0.29	0.42	0.13	0.07	0.064	3711	442	936	0.119	0.252	0.32	0.3	0.3	78	-5.64	1910	-0.41	26797	-949	-3.5	65
Casey County	Kentucky	514	404	110	16	6	61	39	28	0.27	1.8	0.41	0.21	0.161	2516	286	819	0.114	0.326	0.35	0.34	0.34	212.8	0.52	2654	-1.25	16159	175	1.1	36.3
